customer_id,age,gender,income,purchase_date,product_id,quantity,spend_amount,payment_method,is_returning,lat,lon,is_q1,is_q2,is_q3,inferred
C7261,26.0,Female,9999999.0,,P0001,-5,859.65,Crypto,True,-82.624748,,True,False,False,False
C2832,,Male,35394.78,,P0095,-5,519.875,Crypto,True,,,True,False,False,True
C3210,,Male,31977.13,2025-02-12,P0080,6,30.67,Crypto,False,,,True,False,False,False
C8793,,Other,73388.9,,P0037,1,102.27714285714286,Online Wallet,True,-85.75363,,True,False,False,True
C2521,34.0,Male,9999999.0,,P0075,-5,532.54,Crypto,False,-84.878847,-168.679565,True,False,False,True
C3773,,Male,62031.68,2025-01-14,P0073,6,835.42,Online Wallet,True,,-85.659067,True,False,False,False
C8792,26.0,Female,9999999.0,,P0013,4,603.66,Cash,True,,-119.758751,True,False,False,False
C6512,24.0,Female,32630.16,2025-01-26,P0094,-5,501.635,Online Wallet,False,-34.913089,,True,False,False,True
C2830,,Female,9999999.0,2025-01-24,P0021,9,715.122,Card,True,,,True,False,False,True
C2249,44.0,Other,58697.75,2025-03-28,P0053,4,280.39,Crypto,False,,-19.888665,True,False,False,False
C6651,61.0,Other,9999999.0,,P0094,5,526.385,Cash,True,-22.391751,61.02264,True,False,False,True
C9738,27.0,Other,9999999.0,2025-01-08,P0016,2,396.82,Card,True,-8.157019,,True,False,False,False
C4786,18.0,Other,101219.63,,P0002,8,799.98,Card,False,,,True,False,False,False
C7549,,Other,9999999.0,2025-02-22,P0061,4,464.5,Cash,True,-54.466689,,True,False,False,False
C3151,,Male,9999999.0,2025-02-13,P0038,-5,445.93500000000006,Crypto,False,,,True,False,False,True
C4813,,Male,77561.54,2025-03-21,P0033,-5,508.63,Crypto,False,,-127.823438,True,False,False,True
C7225,,Other,81252.46,,P0091,4,961.38,Crypto,True,,-164.056932,True,False,False,False
C9072,,Other,9999999.0,,P0046,9,355.69,Online Wallet,True,-77.650158,,True,False,False,False
C9513,44.0,Male,75118.31,2025-03-21,P0099,4,561.3,Crypto,True,,,True,False,False,False
C3272,,Female,9999999.0,,P0059,-5,501.9,Crypto,True,,-102.890067,True,False,False,False
C8412,,Male,9999999.0,2025-02-13,P0079,7,646.009,Card,False,,,True,False,False,True
C3359,,Female,9999999.0,,P0073,-5,511.22,Cash,True,69.905506,,True,False,False,True
C1204,,Male,42131.79,,P0024,-5,618.335,Cash,True,,-108.274707,True,False,False,True
C1872,61.0,Female,114267.91,2025-02-07,P0056,10,937.9,Online Wallet,False,,161.930703,True,False,False,False
C3212,,Male,39578.19,,P0091,9,907.52,Card,True,-72.815221,-8.522432,True,False,False,True
C2312,,Male,9999999.0,2025-02-28,P0046,-5,363.25,Online Wallet,True,,,True,False,False,False
C4931,29.0,Other,95305.18,2025-02-03,P0038,-5,796.72,Card,False,27.349015,4.9498,True,False,False,False
C1090,70.0,Male,9999999.0,2025-01-02,P0068,5,966.84,Crypto,False,-57.743233,93.054899,True,False,False,False
C9976,,Male,9999999.0,2025-03-01,P0098,-5,337.98,Online Wallet,True,,66.020775,True,False,False,True
C4026,,Female,9999999.0,,P0060,4,778.53,Crypto,True,17.472412,-78.222556,True,False,False,False
C9418,,Other,21284.26,2025-02-21,P0089,-5,971.37,Cash,True,,,True,False,False,False
C5658,38.0,Female,88366.57,,P0072,-5,290.39,Online Wallet,True,,,True,False,False,True
C5374,65.0,Other,9999999.0,2025-03-28,P0052,-5,574.3349999999999,Online Wallet,False,33.292112,,True,False,False,True
C3100,,Other,43448.23,,P0007,8,802.795,Cash,True,,135.938278,True,False,False,True
C8636,,Male,9999999.0,2025-03-02,P0061,-5,711.21,Crypto,True,-56.426228,-139.967127,True,False,False,False
C1254,,Male,95607.58,2025-01-11,P0074,-5,542.7049999999999,Card,True,78.047675,,True,False,False,True
C8516,31.0,Male,78979.18,,P0021,-5,403.23,Cash,True,,105.68286,True,False,False,False
C5657,37.0,Other,9999999.0,2025-03-24,P0031,6,32.38,Crypto,True,-44.540177,-23.006976,True,False,False,False
C1366,27.0,Female,43760.76,2025-02-02,P0079,1,300.4,Online Wallet,False,,-151.942283,True,False,False,False
C5870,,Other,9999999.0,2025-03-14,P0045,4,514.13,Online Wallet,False,,,True,False,False,False
C6367,33.0,Other,9999999.0,2025-01-26,P0066,-5,568.705,Cash,True,-7.09064,-173.06003,True,False,False,True
C9624,,Other,67418.94,2025-03-31,P0071,-5,539.015,Card,True,-67.537979,8.574898,True,False,False,True
C4577,,Male,34738.65,,P0023,9,223.81,Card,False,-54.875346,-128.507629,True,False,False,False
C3462,,Other,119293.93,,P0095,-5,519.875,Online Wallet,True,,,True,False,False,True
C3492,,Male,86385.63,,P0066,-5,568.705,Crypto,True,,,True,False,False,True
C1664,,Male,9999999.0,,P0076,-5,418.57,Card,False,,-19.169415,True,False,False,True
C2393,37.0,Female,84313.56,2025-01-11,P0038,3,884.44,Card,True,,117.255851,True,False,False,False
C1208,,Male,94113.78,,P0072,2,821.42,Online Wallet,True,,,True,False,False,False
C1614,36.0,Male,37999.54,2025-02-21,P0076,-5,515.24,Cash,True,,,True,False,False,False
C4594,33.0,Male,9999999.0,2025-03-31,P0053,-5,195.15,Card,False,-13.946105,175.128871,True,False,False,False
C8585,,Other,45457.3,2025-02-13,P0031,-5,766.73,Online Wallet,False,-84.408479,10.88536,True,False,False,False
C6575,,Other,114113.78,2025-01-06,P0078,-5,150.54,Crypto,False,-53.546224,,True,False,False,False
C4976,52.0,Female,70524.75,2025-01-29,P0081,4,85.03,Online Wallet,True,-71.227936,,True,False,False,False
C1660,,Other,9999999.0,,P0048,-5,567.1950000000002,Card,True,-82.054992,-69.694657,True,False,False,True
C2702,,Other,73853.4,,P0059,6,552.384,Online Wallet,False,,,True,False,False,True
C9498,51.0,Other,9999999.0,,P0011,9,588.24,Card,False,-7.363748,62.94565,True,False,False,True
C6388,,Other,9999999.0,2025-03-31,P0035,-5,292.72,Card,False,,,True,False,False,False
C9750,63.0,Female,9999999.0,2025-02-13,P0036,6,753.93,Card,False,-79.340273,,True,False,False,False
C5333,53.0,Other,9999999.0,2025-03-18,P0062,2,317.61,Online Wallet,True,,135.826796,True,False,False,False
C7668,,Male,9999999.0,,P0051,2,379.12,Card,False,,,True,False,False,False
C2220,46.0,Female,21998.27,,P0091,9,123.6,Online Wallet,False,21.85603,,True,False,False,False
C3434,56.0,Other,77137.27,,P0002,2,164.5482142857143,Card,False,,-76.894558,True,False,False,True
C5679,,Male,103747.1,2025-02-15,P0095,5,269.12,Cash,True,,173.751937,True,False,False,False
C6712,,Male,29598.06,,P0047,10,993.07,Card,True,-84.878608,,True,False,False,False
C9149,,Male,56842.68,,P0063,-5,202.35,Online Wallet,True,-42.40227,,True,False,False,False
C6101,47.0,Female,9999999.0,,P0037,-5,645.76,Online Wallet,True,34.735798,,True,False,False,False
C4322,,Other,9999999.0,2025-02-24,P0067,2,206.41714285714286,Online Wallet,True,,,True,False,False,True
C4026,46.0,Other,9999999.0,,P0052,-5,574.3349999999999,Card,False,,,True,False,False,True
C3099,,Male,28475.02,2025-02-08,P0047,-5,41.85,Cash,False,,,True,False,False,False
C8525,62.0,Female,52433.86,,P0084,-5,756.31,Online Wallet,True,,,True,False,False,False
C1907,,Other,9999999.0,,P0024,-5,535.12,Card,True,,4.467431,True,False,False,False
C9413,33.0,Female,9999999.0,,P0081,-5,587.31,Online Wallet,False,,,True,False,False,True
C7968,60.0,Male,9999999.0,,P0089,-5,852.2,Cash,True,56.406383,6.937163,True,False,False,False
C8961,,Other,73649.53,2025-02-12,P0036,6,350.47,Card,False,,,True,False,False,False
C5228,,Other,76472.49,2025-03-01,P0095,3,337.1485714285714,Online Wallet,False,53.480298,,True,False,False,True
C2044,20.0,Male,9999999.0,,P0006,-5,817.88,Crypto,False,-66.721608,,True,False,False,False
C6373,56.0,Female,108569.8,,P0078,-5,341.16,Cash,True,-59.680985,,True,False,False,False
C9866,18.0,Female,96993.62,,P0063,3,512.39,Card,True,-49.401294,,True,False,False,False
C8902,59.0,Other,9999999.0,,P0016,-5,466.79,Cash,True,84.001859,,True,False,False,True
C6564,,Other,59519.12,2025-01-09,P0022,-5,481.39,Cash,True,-44.928893,,True,False,False,False
C2615,54.0,Male,9999999.0,2025-02-27,P0040,-5,588.82,Card,True,,,True,False,False,False
C3071,,Other,9999999.0,,P0016,10,539.91875,Cash,True,38.063385,,True,False,False,True
C6406,43.0,Other,9999999.0,2025-01-17,P0034,-5,438.48,Crypto,True,,-22.457527,True,False,False,True
C4883,32.0,Female,9999999.0,2025-03-10,P0032,9,808.6593750000001,Online Wallet,False,,166.925461,True,False,False,True
C7411,61.0,Other,103384.8,,P0009,4,444.9862857142857,Online Wallet,True,-87.806249,,True,False,False,True
C2632,38.0,Male,46058.3,,P0044,-5,804.67,Online Wallet,True,,-72.504496,True,False,False,False
C6946,,Other,88374.59,2025-01-21,P0077,-5,901.15,Crypto,False,25.299301,-68.741712,True,False,False,False
C3804,42.0,Female,97565.96,,P0059,-5,914.96,Online Wallet,True,,-98.562459,True,False,False,False
C6576,68.0,Other,87069.17,,P0093,9,31.86,Card,True,,20.388919,True,False,False,False
C7251,27.0,Other,9999999.0,,P0002,-5,589.75,Online Wallet,False,,145.426704,True,False,False,True
C5401,48.0,Other,9999999.0,,P0049,1,420.14,Online Wallet,True,-74.432642,,True,False,False,False
C1857,32.0,Other,80671.73,2025-01-13,P0092,-5,506.43500000000006,Cash,False,-17.288211,168.773665,True,False,False,True
C2154,,Male,9999999.0,,P0046,6,448.9298571428571,Online Wallet,True,32.296729,,True,False,False,True
C6071,,Other,90835.95,,P0033,7,550.79,Crypto,True,,106.495064,True,False,False,True
C6877,,Other,9999999.0,2025-03-15,P0019,-5,382.96500000000003,Online Wallet,False,,,True,False,False,True
C2598,,Male,67432.04,2025-01-20,P0081,-5,587.31,Card,False,,-138.871815,True,False,False,True
C4460,29.0,Female,91438.26,,P0058,-5,365.51,Online Wallet,True,,103.047649,True,False,False,False
C4677,55.0,Female,69275.17,2025-01-18,P0002,-5,194.95,Online Wallet,False,-84.20172,,True,False,False,False
C5666,,Male,9999999.0,2025-01-11,P0094,7,958.45,Online Wallet,True,49.07551,,True,False,False,False
C8190,65.0,Male,77196.39,,P0057,9,424.2,Crypto,False,-9.243187,,True,False,False,False
C8392,32.0,Female,9999999.0,2025-02-16,P0086,-5,539.73,Online Wallet,True,,19.186839,True,False,False,True
C2799,35.0,Other,45663.95,2025-03-08,P0055,-5,938.98,Crypto,False,,172.212756,True,False,False,False
C3721,,Other,67352.64,,P0005,-5,562.1,Cash,False,,-176.567106,True,False,False,False
C8797,,Other,9999999.0,,P0002,8,692.58,Card,True,,31.418784,True,False,False,False
C5503,35.0,Male,9999999.0,,P0010,1,464.96,Crypto,True,88.496609,,True,False,False,False
C6893,47.0,Other,52510.12,2025-03-11,P0041,-5,619.47,Crypto,True,-29.922895,-140.52219,True,False,False,False
C7539,,Male,9999999.0,2025-01-06,P0035,-5,865.04,Cash,False,,,True,False,False,False
C9009,32.0,Other,101876.92,2025-03-10,P0081,-5,111.14,Crypto,True,,,True,False,False,False
C9329,,Other,9999999.0,,P0092,9,964.62,Card,True,-6.995962,-51.897892,True,False,False,False
C2694,48.0,Other,9999999.0,2025-01-15,P0005,3,699.12,Card,True,,-114.759294,True,False,False,False
C8491,50.0,Male,9999999.0,2025-02-13,P0053,1,407.23,Online Wallet,True,50.696217,,True,False,False,False
C5274,45.0,Female,9999999.0,2025-02-27,P0090,3,297.8175,Cash,True,14.376228,,True,False,False,True
C8052,,Other,9999999.0,2025-02-06,P0038,-5,445.93500000000006,Cash,True,-53.035065,,True,False,False,True
C6282,,Other,27298.11,,P0099,-5,810.14,Crypto,True,-11.732158,11.29906,True,False,False,False
C1683,,Other,29728.8,,P0075,-5,532.54,Online Wallet,False,2.549713,,True,False,False,True
C7736,55.0,Other,9999999.0,2025-02-05,P0088,3,586.91,Online Wallet,False,-66.527383,,True,False,False,False
C7514,,Male,86335.03,,P0099,-5,441.84,Card,True,-14.383872,,True,False,False,True
C3459,65.0,Female,9999999.0,,P0047,10,475.4,Crypto,False,52.376833,36.017672,True,False,False,False
C9722,,Female,80869.48,,P0040,-5,533.28,Crypto,False,-11.065464,-142.441803,True,False,False,True
C2770,,Female,9999999.0,,P0027,5,482.3942857142857,Cash,True,,,True,False,False,True
C5143,,Other,60811.78,,P0038,7,595.7,Card,False,,,True,False,False,False
C2640,,Other,9999999.0,2025-03-09,P0032,8,696.23,Online Wallet,False,13.533572,,True,False,False,False
C2385,31.0,Other,9999999.0,2025-03-24,P0046,2,149.6432857142857,Online Wallet,True,,-136.376819,True,False,False,True
C7179,64.0,Female,39578.01,,P0079,8,738.296,Crypto,True,,,True,False,False,True
C8240,19.0,Other,9999999.0,2025-03-21,P0026,8,214.2,Card,True,,144.583881,True,False,False,False
C9132,47.0,Female,64452.84,,P0098,9,180.47,Card,True,,,True,False,False,False
C9726,,Other,9999999.0,,P0043,5,551.4388888888889,Cash,True,,-2.011313,True,False,False,True
C9660,,Female,50893.84,,P0014,10,1015.9142857142856,Online Wallet,False,-65.371135,,True,False,False,True
C6236,28.0,Female,81019.95,,P0088,6,466.69,Online Wallet,True,,,True,False,False,False
C1572,,Female,9999999.0,,P0085,7,170.08,Card,False,89.772505,,True,False,False,False
C3126,,Female,70638.91,,P0062,1,420.51,Online Wallet,True,-76.961563,160.81893,True,False,False,False
C7190,,Other,9999999.0,2025-03-22,P0080,-5,467.32,Cash,True,,-127.805115,True,False,False,False
C5748,49.0,Male,107220.32,,P0064,-5,600.7900000000001,Card,True,28.808685,,True,False,False,True
C5128,,Female,116651.72,2025-03-04,P0055,1,849.35,Cash,False,-49.162046,,True,False,False,False
C2691,,Male,101162.34,2025-03-11,P0068,-5,504.26,Crypto,True,66.73573,,True,False,False,True
C8754,23.0,Female,9999999.0,,P0013,-5,487.3399999999999,Cash,True,-79.003956,,True,False,False,True
C3410,,Other,62206.64,,P0068,-5,504.26,Online Wallet,True,,-78.85589,True,False,False,True
C4122,57.0,Male,23083.57,2025-03-08,P0027,-5,455.505,Crypto,True,,,True,False,False,True
C8336,68.0,Male,85349.39,2025-01-24,P0013,8,777.7439999999999,Online Wallet,False,,,True,False,False,True
C3080,,Female,50701.29,2025-03-26,P0095,6,674.2971428571428,Cash,True,34.368323,,True,False,False,True
C1232,18.0,Other,9999999.0,2025-03-10,P0052,-5,603.53,Crypto,True,,,True,False,False,False
C1487,,Other,78822.9,2025-02-08,P0047,6,549.1542857142856,Crypto,False,,,True,False,False,True
C5647,,Female,23109.05,2025-01-05,P0034,-5,438.48,Online Wallet,True,,-119.042659,True,False,False,True
C1204,69.0,Male,71049.76,,P0016,1,53.991875,Online Wallet,True,,-37.664075,True,False,False,True
C2116,,Male,9999999.0,,P0077,-5,166.77,Online Wallet,False,,,True,False,False,False
C9234,34.0,Other,9999999.0,2025-02-01,P0016,-5,87.7,Cash,True,89.254216,,True,False,False,False
C9841,59.0,Male,9999999.0,2025-03-07,P0008,-5,991.04,Online Wallet,True,,,True,False,False,False
C6368,44.0,Female,9999999.0,2025-03-10,P0060,-5,312.35,Card,True,-15.530221,153.878529,True,False,False,True
C8429,58.0,Female,9999999.0,,P0091,-5,434.79999999999995,Online Wallet,True,-9.573714,-39.286355,True,False,False,True
C8879,27.0,Female,63441.42,2025-01-28,P0076,5,529.4357142857143,Crypto,True,-89.747405,-123.73043,True,False,False,True
C4542,,Male,89042.48,2025-02-07,P0051,4,673.09,Online Wallet,True,7.052571,50.022906,True,False,False,False
C2745,,Other,58788.03,2025-01-20,P0084,-5,481.35999999999996,Crypto,True,82.440298,-48.096697,True,False,False,True
C7750,26.0,Male,81262.26,,P0017,-5,503.8,Cash,True,-14.965085,,True,False,False,True
C7068,,Male,60426.49,,P0039,-5,695.16,Cash,True,,,True,False,False,False
C9415,18.0,Female,70639.14,,P0029,3,800.88,Crypto,True,-9.038365,,True,False,False,False
C2828,,Male,9999999.0,2025-03-23,P0007,1,799.81,Cash,False,,,True,False,False,False
C6706,,Other,62403.92,2025-01-03,P0011,-5,484.94,Crypto,True,24.294593,,True,False,False,True
C5423,25.0,Female,108437.56,,P0097,-5,565.69,Online Wallet,False,,9.687603,True,False,False,True
C8941,24.0,Other,97255.46,,P0046,2,963.3,Cash,True,35.59966,,True,False,False,False
C1630,66.0,Other,26981.15,2025-03-31,P0080,-5,425.15,Cash,False,56.043537,,True,False,False,True
C8792,22.0,Other,9999999.0,,P0093,-5,747.8,Online Wallet,True,,,True,False,False,False
C5577,50.0,Other,34587.44,,P0083,-5,643.3799999999999,Crypto,False,82.059261,33.004013,True,False,False,True
C9719,62.0,Other,39473.73,,P0042,1,664.37,Crypto,True,-57.307657,22.07857,True,False,False,False
C6261,57.0,Female,9999999.0,2025-01-31,P0077,6,652.0175,Card,True,,159.392432,True,False,False,True
C3708,52.0,Female,9999999.0,,P0031,-5,950.01,Online Wallet,True,,,True,False,False,False
C1906,,Male,9999999.0,2025-01-07,P0006,2,169.82535714285711,Cash,True,,168.330032,True,False,False,True
C3323,,Male,9999999.0,,P0035,1,69.17975000000001,Online Wallet,False,,-35.953025,True,False,False,True
C7961,32.0,Other,9999999.0,2025-03-28,P0075,7,421.7091666666666,Online Wallet,True,,140.442679,True,False,False,True
C1223,26.0,Other,9999999.0,2025-02-02,P0035,-5,548.465,Card,True,-52.30616,92.743527,True,False,False,True
C7611,,Male,116597.57,2025-01-30,P0075,4,808.62,Cash,False,53.698398,-8.301633,True,False,False,False
C9738,,Female,44234.67,,P0013,-5,487.3399999999999,Cash,True,30.796496,,True,False,False,True
C9518,44.0,Other,9999999.0,2025-01-04,P0071,3,30.21,Crypto,False,-40.503707,-41.023785,True,False,False,False
C5254,,Male,9999999.0,2025-03-21,P0006,1,84.91267857142856,Crypto,True,,-142.126089,True,False,False,True
C2102,22.0,Other,9999999.0,2025-03-19,P0015,-5,494.22,Online Wallet,False,,118.560205,True,False,False,True
C3555,,Male,9999999.0,2025-01-29,P0061,-5,210.55,Card,True,,-12.331612,True,False,False,False
C2845,69.0,Female,85705.1,2025-01-18,P0046,8,598.5731428571428,Crypto,True,-4.284944,,True,False,False,True
C5889,,Male,9999999.0,,P0012,7,783.31,Cash,True,,,True,False,False,True
C6543,,Other,61698.83,,P0016,1,53.991875,Online Wallet,True,,,True,False,False,True
C8545,48.0,Other,72432.37,2025-02-28,P0026,5,280.4,Cash,True,54.63224,-177.605303,True,False,False,False
C9465,46.0,Female,98298.22,,P0100,2,735.52,Crypto,True,,-8.853491,True,False,False,False
C3328,,Other,9999999.0,,P0064,-5,620.58,Online Wallet,True,65.582941,115.025221,True,False,False,False
C3574,,Male,37865.29,2025-01-21,P0093,-5,477.95,Crypto,False,,,True,False,False,False
C2141,,Male,9999999.0,2025-03-21,P0093,4,305.18,Crypto,False,,179.691199,True,False,False,True
C7184,,Other,78736.74,2025-01-08,P0014,-5,498.02,Cash,False,,-95.446897,True,False,False,True
C5111,27.0,Female,9999999.0,,P0075,5,301.2208333333333,Card,False,-3.60928,,True,False,False,True
C1027,,Other,51904.37,2025-01-16,P0011,-5,537.17,Card,True,,42.837946,True,False,False,False
C2812,51.0,Other,47327.82,,P0030,4,175.35,Online Wallet,True,,,True,False,False,False
C9744,,Male,9999999.0,2025-03-10,P0023,-5,445.49499999999995,Card,False,6.860534,118.4483,True,False,False,True
C8812,33.0,Other,9999999.0,2025-03-30,P0034,-5,616.55,Cash,True,39.475869,-22.701244,True,False,False,False
C3855,,Male,56784.74,2025-02-03,P0015,10,721.87,Card,True,,,True,False,False,False
C5323,,Female,26389.44,,P0032,10,898.5104166666667,Card,False,-0.547358,,True,False,False,True
C6303,55.0,Female,9999999.0,,P0092,-5,506.43500000000006,Crypto,True,,,True,False,False,True
C7857,,Male,21808.09,2025-02-11,P0030,-5,604.93,Crypto,True,,,True,False,False,True
C3902,,Male,38699.31,2025-03-03,P0052,-5,109.89,Crypto,True,,,True,False,False,False
C4392,,Other,9999999.0,,P0031,1,78.30666666666666,Online Wallet,False,,-51.704278,True,False,False,True
C2991,26.0,Other,84238.44,,P0076,8,484.84,Online Wallet,False,4.611126,,True,False,False,False
C4271,,Female,9999999.0,,P0008,4,500.68,Card,True,29.453436,-76.544529,True,False,False,True
C6560,,Female,107819.78,,P0063,2,831.27,Online Wallet,False,89.842088,,True,False,False,False
C9903,,Male,118926.88,,P0045,-5,334.915,Crypto,False,-79.138289,-33.93218,True,False,False,True
