customer_id,age,gender,income,purchase_date,product_id,quantity,spend_amount,payment_method,is_returning,lat,lon
C2637,62.0,Male,93660.9,32/13/2025,P0069,5,999999.0,Crypt0,False,,64.729502
C5715,,Unknown,62392.97,32/13/2025,P0016,-5,186.48,Online Wallet,True,38.95984,-66.690462
C1329,,Male,56513.57,2025-04-17 00:00:00,P0067,-5,999999.0,Card,yes,,169.432463
C3511,69.0,Unknown,9999999.0,2025-06-12 00:00:00,P0068,5,524.09,Card,yes,,174.219982
C7362,,Female,28426.28,2025-06-02 00:00:00,P0040,2,999999.0,Card,yes,,
C6254,37.0,Other,21840.93,32/13/2025,P0024,4,544.1,Cash,yes,-39.399837,58.999205
C9143,24.0,Unknown,41012.3,32/13/2025,P0005,8,611.5,Online Wallet,yes,,-27.520059
C5114,,Female,60241.93,32/13/2025,P0023,6,692.37,Cash,True,,-32.622658
C3546,,Unknown,66368.02,32/13/2025,P0051,-5,124.2,Online Wallet,False,73.121879,
C6133,,Unknown,53123.42,32/13/2025,P0028,10,999999.0,Crypt0,False,-42.6347,-160.183926
C7956,64.0,Female,45739.32,2025-04-04 00:00:00,P0023,9,999999.0,Crypt0,True,-66.208452,154.73033
C5297,,Other,55338.15,32/13/2025,P0033,-5,999999.0,Crypt0,False,60.999965,-127.041942
C5428,,Other,9999999.0,32/13/2025,P0040,-5,481.48,Cash,False,,-93.107811
C9448,,Other,9999999.0,2025-04-13 00:00:00,P0052,10,116.73,Online Wallet,True,,-87.963698
C9513,,Male,9999999.0,32/13/2025,P0050,-5,326.55,Crypt0,True,,
C6029,,Male,94127.36,2025-05-23 00:00:00,P0070,3,999999.0,Online Wallet,yes,,121.703454
C7595,,Male,9999999.0,2025-04-13 00:00:00,P0056,6,999999.0,Card,False,,
C1941,45.0,Unknown,9999999.0,2025-05-26 00:00:00,P0025,4,999999.0,Online Wallet,True,52.220882,
C5379,48.0,Other,99564.2,32/13/2025,P0017,4,182.55,Crypt0,yes,63.307938,-90.361413
C9448,,Male,84248.51,32/13/2025,P0022,2,999999.0,Card,True,,
C9603,30.0,Unknown,9999999.0,2025-05-18 00:00:00,P0004,-5,444.48,Online Wallet,False,,92.112387
C9846,38.0,Unknown,37751.79,32/13/2025,P0079,7,999999.0,Card,False,76.459992,-125.377108
C6043,,Female,88338.67,32/13/2025,P0096,8,36.81,Crypt0,True,,
C2510,32.0,Unknown,100871.32,32/13/2025,P0061,-5,999999.0,Cash,False,,144.889418
C1054,24.0,Unknown,9999999.0,2025-04-11 00:00:00,P0050,-5,999999.0,Cash,True,-39.674506,-174.293776
C5153,,Female,54043.17,2025-05-17 00:00:00,P0058,-5,365.09,Crypt0,False,-74.081729,
C5781,,Unknown,82336.4,32/13/2025,P0060,-5,220.11,Online Wallet,False,27.696214,69.518162
C9480,,Other,9999999.0,2025-05-15 00:00:00,P0096,-5,999999.0,Card,True,,169.386894
C4161,,Unknown,9999999.0,32/13/2025,P0011,-5,999999.0,Cash,yes,-63.655729,
C5664,35.0,Female,9999999.0,2025-04-18 00:00:00,P0060,5,423.64,Crypt0,yes,,-69.964472
C1170,36.0,Male,22043.11,2025-06-12 00:00:00,P0013,-5,999999.0,Card,yes,,
C8248,,Unknown,9999999.0,32/13/2025,P0046,8,999999.0,Crypt0,yes,,155.877652
C8767,42.0,Female,9999999.0,2025-06-18 00:00:00,P0052,10,434.59,Card,False,-39.020297,-41.942173
C5340,,Female,9999999.0,32/13/2025,P0085,-5,695.86,Card,yes,,153.171621
C4057,,Male,9999999.0,2025-04-14 00:00:00,P0023,9,999999.0,Crypt0,yes,,-86.987966
C7142,21.0,Unknown,9999999.0,2025-06-29 00:00:00,P0006,6,999999.0,Online Wallet,yes,,164.187765
C1198,59.0,Other,9999999.0,2025-04-23 00:00:00,P0010,-5,954.49,Card,yes,-14.23582,-15.771401
C3540,33.0,Unknown,67536.43,32/13/2025,P0088,-5,999999.0,Online Wallet,False,44.088965,
C1479,64.0,Female,57218.42,32/13/2025,P0058,10,999999.0,Cash,True,-81.625606,
C8028,38.0,Unknown,80548.93,2025-06-03 00:00:00,P0045,-5,40.63,Online Wallet,False,,
C3290,,Female,9999999.0,32/13/2025,P0071,6,999999.0,Card,False,-61.516893,
C8310,28.0,Unknown,9999999.0,32/13/2025,P0048,6,11.02,Card,yes,,
C4288,33.0,Unknown,23103.93,2025-05-09 00:00:00,P0100,1,999999.0,Crypt0,True,-24.093709,
C9132,20.0,Unknown,9999999.0,2025-05-21 00:00:00,P0065,8,494.41,Online Wallet,False,,128.416692
C8609,67.0,Male,9999999.0,32/13/2025,P0058,2,999999.0,Card,False,,
C7123,31.0,Other,69478.51,32/13/2025,P0082,-5,999999.0,Card,False,,
C6979,37.0,Other,50310.35,2025-06-11 00:00:00,P0080,10,999999.0,Card,False,,-13.581224
C2776,,Unknown,76798.05,2025-04-02 00:00:00,P0016,5,575.98,Online Wallet,False,,121.672747
C9596,,Male,95734.2,32/13/2025,P0034,3,553.06,Crypt0,False,52.17953,82.596106
C4810,,Other,9999999.0,2025-06-20 00:00:00,P0004,8,999999.0,Card,False,60.128221,
C3942,45.0,Male,66413.55,2025-05-24 00:00:00,P0028,-5,504.08,Cash,True,-78.63743,
C3948,,Female,9999999.0,32/13/2025,P0071,4,999999.0,Online Wallet,False,-46.453629,-21.493336
C5630,,Male,45749.68,2025-06-02 00:00:00,P0077,8,999999.0,Online Wallet,True,45.996533,
C8837,,Other,9999999.0,2025-04-08 00:00:00,P0002,8,149.85,Card,True,-54.387553,
C7300,62.0,Male,9999999.0,2025-05-04 00:00:00,P0082,1,254.38,Online Wallet,True,,-44.263162
C2657,49.0,Other,9999999.0,32/13/2025,P0044,9,356.42,Card,False,75.000527,140.602903
C4036,39.0,Other,9999999.0,2025-04-18 00:00:00,P0057,-5,999999.0,Cash,True,,
C2741,,Male,9999999.0,2025-05-18 00:00:00,P0018,-5,999999.0,Crypt0,yes,64.040294,
C1933,,Male,9999999.0,32/13/2025,P0072,6,999999.0,Card,True,,65.83903
C5075,,Other,112626.72,32/13/2025,P0036,-5,780.75,Crypt0,False,,
C8744,,Unknown,85358.36,32/13/2025,P0096,1,832.7,Cash,True,13.320916,
C4239,39.0,Other,9999999.0,32/13/2025,P0085,7,415.51,Crypt0,yes,86.363079,-61.649724
C2574,64.0,Other,99521.04,32/13/2025,P0031,-5,999999.0,Cash,False,-84.34713,
C9508,39.0,Male,72549.38,32/13/2025,P0024,6,102.56,Card,yes,-60.589599,
C8612,,Female,9999999.0,32/13/2025,P0083,-5,874.03,Online Wallet,False,,
C8202,34.0,Unknown,26411.45,2025-04-30 00:00:00,P0019,-5,999999.0,Card,False,,
C7481,44.0,Male,9999999.0,2025-06-28 00:00:00,P0030,-5,999999.0,Crypt0,yes,34.730718,-110.213397
C7567,,Male,9999999.0,2025-05-06 00:00:00,P0047,-5,563.82,Crypt0,False,,152.319807
C5830,56.0,Unknown,45367.01,2025-06-19 00:00:00,P0083,7,319.48,Card,False,69.941923,
C7414,,Male,103974.37,32/13/2025,P0006,-5,35.29,Cash,True,-28.81088,146.414295
C3771,,Female,74623.24,2025-04-19 00:00:00,P0014,5,999999.0,Card,yes,,
C1067,,Male,9999999.0,32/13/2025,P0090,1,999999.0,Crypt0,True,64.328894,-140.08688
C6687,,Female,9999999.0,32/13/2025,P0023,8,999999.0,Online Wallet,True,16.954938,
C5235,67.0,Female,9999999.0,2025-05-26 00:00:00,P0093,6,999999.0,Card,False,79.401981,56.439048
C7351,49.0,Male,67926.67,32/13/2025,P0081,1,781.89,Card,yes,17.303074,-146.154751
C8133,68.0,Other,9999999.0,2025-05-31 00:00:00,P0048,-5,999999.0,Online Wallet,yes,,
C8648,33.0,Unknown,58614.57,2025-04-28 00:00:00,P0040,6,999999.0,Card,yes,,28.253253
C7146,68.0,Female,9999999.0,32/13/2025,P0026,10,999999.0,Crypt0,False,54.129027,
C3002,64.0,Unknown,43249.25,2025-04-28 00:00:00,P0074,2,999999.0,Cash,False,-9.408433,
C2595,,Other,26444.54,32/13/2025,P0049,-5,999999.0,Cash,False,,
C5790,43.0,Unknown,9999999.0,2025-06-18 00:00:00,P0063,-5,449.29,Cash,yes,8.952943,62.981527
C9775,,Female,111656.95,2025-04-02 00:00:00,P0048,-5,999999.0,Cash,yes,,93.550822
C3587,,Other,9999999.0,2025-04-19 00:00:00,P0001,-5,999999.0,Online Wallet,yes,,158.073349
C3572,41.0,Other,9999999.0,2025-06-22 00:00:00,P0037,5,742.5,Cash,False,,50.737525
C6675,,Male,9999999.0,2025-06-09 00:00:00,P0092,7,147.62,Online Wallet,yes,-59.276259,50.901111
C6840,42.0,Unknown,9999999.0,32/13/2025,P0060,2,613.98,Card,False,-20.575022,34.598142
C9763,62.0,Male,72487.73,2025-06-12 00:00:00,P0044,5,999999.0,Online Wallet,False,-34.869181,42.282744
C5031,,Male,95936.49,2025-05-22 00:00:00,P0057,-5,999999.0,Card,False,-80.929077,-65.662321
C9096,,Male,9999999.0,2025-04-28 00:00:00,P0035,2,14.43,Crypt0,True,,-115.837156
C6007,,Male,65381.05,32/13/2025,P0028,8,520.47,Cash,True,,
C2081,,Other,93084.45,2025-06-25 00:00:00,P0006,9,999999.0,Cash,False,-9.350667,43.669593
C6681,39.0,Female,9999999.0,2025-04-11 00:00:00,P0008,2,999999.0,Card,False,,162.467592
C2773,,Female,9999999.0,2025-05-28 00:00:00,P0095,4,123.88,Crypt0,yes,-6.681222,15.90916
C1386,,Other,101984.7,32/13/2025,P0032,2,999999.0,Cash,True,42.59203,
C2894,,Other,9999999.0,32/13/2025,P0042,-5,999999.0,Crypt0,yes,-29.356745,-143.607635
C8374,27.0,Female,88479.02,32/13/2025,P0053,-5,999999.0,Crypt0,False,,-7.275123
C7534,47.0,Unknown,22607.01,2025-06-07 00:00:00,P0087,5,999999.0,Online Wallet,True,47.839607,
C5326,27.0,Unknown,111847.88,2025-05-15 00:00:00,P0079,-5,999999.0,Cash,yes,,92.053049
C5474,,Unknown,53907.66,32/13/2025,P0002,-5,660.91,Cash,True,,133.400552
C3945,30.0,Unknown,64606.88,32/13/2025,P0052,1,72.79,Card,True,61.333379,
C1016,62.0,Female,9999999.0,2025-06-22 00:00:00,P0098,3,999999.0,Crypt0,True,,
C6941,35.0,Unknown,9999999.0,32/13/2025,P0073,-5,65.92,Online Wallet,True,,-6.382259
C4305,36.0,Male,9999999.0,32/13/2025,P0045,-5,999999.0,Card,True,,105.60629
C6055,,Unknown,48315.38,32/13/2025,P0075,-5,139.49,Crypt0,True,,
C6003,39.0,Unknown,9999999.0,32/13/2025,P0011,9,79.93,Cash,yes,,
C3246,,Male,32634.96,32/13/2025,P0032,7,190.97,Cash,yes,-50.390839,
C5975,,Female,9999999.0,32/13/2025,P0075,7,277.23,Crypt0,False,,
C6168,,Unknown,28033.97,32/13/2025,P0074,-5,930.65,Online Wallet,False,,
C4908,56.0,Unknown,111196.03,32/13/2025,P0002,-5,807.83,Online Wallet,yes,-83.493581,12.793535
C3481,33.0,Male,9999999.0,2025-04-08 00:00:00,P0001,-5,218.58,Cash,yes,-85.608213,
C7448,,Female,9999999.0,2025-04-13 00:00:00,P0053,2,485.16,Crypt0,True,,
C5083,24.0,Other,9999999.0,2025-06-24 00:00:00,P0055,6,999999.0,Online Wallet,True,,
C4971,35.0,Other,46890.05,32/13/2025,P0032,-5,649.99,Online Wallet,yes,85.398346,
C4765,23.0,Unknown,24125.17,2025-06-24 00:00:00,P0069,-5,999999.0,Online Wallet,True,83.773107,
C3620,56.0,Unknown,9999999.0,2025-06-27 00:00:00,P0057,-5,620.51,Online Wallet,True,-73.060431,-156.434473
C6914,20.0,Unknown,9999999.0,32/13/2025,P0058,-5,873.86,Cash,yes,,25.428321
C2214,60.0,Female,9999999.0,2025-04-30 00:00:00,P0081,-5,140.05,Crypt0,yes,76.135559,-40.052572
C9879,,Female,111551.12,2025-04-08 00:00:00,P0041,-5,790.93,Crypt0,True,-38.651705,
C8857,,Other,29217.59,2025-06-16 00:00:00,P0025,-5,108.27,Crypt0,yes,,161.666598
C6417,34.0,Unknown,9999999.0,32/13/2025,P0001,2,240.21,Card,True,-4.464459,85.032709
C8785,,Male,25346.08,2025-04-09 00:00:00,P0083,3,575.47,Crypt0,False,-22.239813,
C2215,57.0,Male,62647.96,2025-06-28 00:00:00,P0098,-5,999999.0,Cash,yes,80.638125,
C9368,59.0,Male,93252.0,32/13/2025,P0029,-5,772.71,Card,False,,98.992717
C9407,,Other,69439.92,32/13/2025,P0077,-5,999999.0,Crypt0,True,,151.809707
C8411,63.0,Female,9999999.0,32/13/2025,P0074,-5,794.67,Crypt0,yes,-67.880851,
C3151,47.0,Female,85593.7,32/13/2025,P0092,-5,999999.0,Online Wallet,yes,-18.786548,
C8965,23.0,Unknown,9999999.0,2025-05-15 00:00:00,P0016,-5,999999.0,Crypt0,True,,
C7169,18.0,Other,9999999.0,2025-06-21 00:00:00,P0013,-5,437.52,Cash,True,,
C6988,,Other,67793.38,32/13/2025,P0082,6,999999.0,Card,yes,,
C6887,46.0,Male,9999999.0,32/13/2025,P0021,7,999999.0,Crypt0,True,15.04716,35.20322
C1360,,Unknown,9999999.0,2025-05-01 00:00:00,P0067,3,577.13,Card,False,,-138.429184
C6434,,Male,49168.84,32/13/2025,P0040,-5,13.76,Card,True,-53.587906,-59.428938
C4061,35.0,Male,9999999.0,2025-05-07 00:00:00,P0090,-5,753.98,Cash,True,-25.337656,102.802249
C9852,29.0,Unknown,9999999.0,32/13/2025,P0039,5,999999.0,Cash,yes,,118.992299
C8045,,Unknown,28513.0,2025-06-25 00:00:00,P0088,6,999999.0,Online Wallet,False,,
C8881,,Other,95544.28,32/13/2025,P0081,-5,999999.0,Crypt0,yes,,
C7132,65.0,Male,9999999.0,2025-05-18 00:00:00,P0007,7,999999.0,Crypt0,True,,
C4885,63.0,Male,32983.25,2025-04-18 00:00:00,P0071,8,999999.0,Cash,yes,,-127.923168
C3710,,Other,9999999.0,2025-04-04 00:00:00,P0053,10,999999.0,Crypt0,False,-82.004842,
C6035,51.0,Other,80659.48,2025-05-08 00:00:00,P0048,-5,719.62,Card,True,,
C1542,58.0,Unknown,90861.77,2025-05-29 00:00:00,P0050,-5,999999.0,Cash,True,23.906105,
C6666,,Male,9999999.0,2025-04-26 00:00:00,P0100,8,999999.0,Crypt0,True,,36.2711
C7277,20.0,Unknown,9999999.0,2025-06-13 00:00:00,P0087,-5,999999.0,Cash,True,23.851015,-159.420436
C5527,67.0,Female,9999999.0,2025-06-11 00:00:00,P0016,-5,999999.0,Online Wallet,False,-52.22691,-8.314141
C1409,59.0,Male,9999999.0,2025-06-15 00:00:00,P0060,-5,999999.0,Cash,False,21.892571,
C2243,,Male,9999999.0,32/13/2025,P0021,-5,999999.0,Crypt0,True,,
C4291,38.0,Unknown,9999999.0,32/13/2025,P0037,10,999999.0,Card,False,,-87.913068
C2065,,Male,9999999.0,32/13/2025,P0062,7,443.33,Crypt0,True,12.334686,
C9776,,Other,9999999.0,2025-05-16 00:00:00,P0068,-5,999999.0,Card,False,80.789328,
C3656,43.0,Female,9999999.0,2025-05-22 00:00:00,P0074,2,982.0,Cash,True,62.013349,
C1928,38.0,Other,9999999.0,2025-05-12 00:00:00,P0083,-5,643.38,Online Wallet,True,3.320704,-27.712056
C1983,28.0,Other,9999999.0,32/13/2025,P0029,5,999999.0,Cash,False,,179.509275
C5591,59.0,Male,9999999.0,2025-05-16 00:00:00,P0046,9,999999.0,Card,False,,
C8395,41.0,Female,105519.48,2025-06-26 00:00:00,P0092,4,156.52,Card,yes,-13.135676,-104.110899
C1868,,Female,9999999.0,32/13/2025,P0057,7,999999.0,Card,yes,,
C3672,65.0,Male,9999999.0,32/13/2025,P0003,6,524.99,Card,yes,-28.979922,
C2907,60.0,Female,9999999.0,32/13/2025,P0084,-5,999999.0,Online Wallet,False,36.151439,114.564296
C4548,,Unknown,68310.53,32/13/2025,P0097,-5,102.86,Cash,False,-70.204453,
C5622,33.0,Other,36188.65,32/13/2025,P0051,7,233.06,Online Wallet,yes,-33.417664,
C2479,19.0,Other,109522.19,32/13/2025,P0044,-5,999999.0,Cash,True,-5.111714,25.041653
C8032,44.0,Unknown,9999999.0,32/13/2025,P0047,10,999999.0,Card,yes,,
C2017,37.0,Male,59937.58,2025-06-11 00:00:00,P0027,-5,999999.0,Online Wallet,False,,
C4025,,Female,38351.08,32/13/2025,P0058,-5,999999.0,Online Wallet,yes,-13.035923,
C8202,,Female,100975.87,32/13/2025,P0027,3,493.0,Online Wallet,True,,-79.618765
C2823,,Other,9999999.0,32/13/2025,P0022,-5,999999.0,Cash,True,,-77.280664
C9252,34.0,Female,86413.15,32/13/2025,P0095,10,692.18,Card,False,-38.065188,
C6205,,Unknown,28088.89,2025-05-24 00:00:00,P0068,5,702.55,Cash,True,,-72.035593
C1204,66.0,Male,35424.1,32/13/2025,P0049,-5,999999.0,Cash,yes,-21.933646,
C4868,54.0,Unknown,59938.0,2025-04-06 00:00:00,P0080,3,999999.0,Card,yes,-32.486193,174.373039
C6043,,Male,103390.52,2025-04-01 00:00:00,P0094,3,999999.0,Online Wallet,yes,,
C2998,29.0,Unknown,28423.47,32/13/2025,P0075,7,999999.0,Card,yes,,
C4002,27.0,Other,9999999.0,2025-04-18 00:00:00,P0055,-5,821.59,Cash,True,33.614372,
C2525,43.0,Male,107065.77,32/13/2025,P0088,10,999999.0,Online Wallet,False,,
C8949,,Unknown,55991.93,32/13/2025,P0034,5,999999.0,Cash,yes,,174.873354
C2622,70.0,Unknown,89894.56,32/13/2025,P0052,-5,293.18,Cash,yes,,
C8436,,Unknown,75695.14,32/13/2025,P0020,-5,658.76,Card,yes,53.55605,-167.281876
C5136,,Female,9999999.0,2025-06-16 00:00:00,P0063,-5,355.07,Cash,yes,,159.592814
C8881,,Unknown,54226.81,32/13/2025,P0058,-5,716.08,Online Wallet,True,,
C9222,45.0,Male,9999999.0,2025-06-13 00:00:00,P0098,-5,337.98,Cash,True,,
C2818,,Male,32568.06,2025-05-22 00:00:00,P0065,10,456.21,Card,yes,,
C9866,,Female,9999999.0,2025-05-08 00:00:00,P0019,6,999999.0,Crypt0,True,-25.500861,
C4289,32.0,Other,113595.22,2025-05-07 00:00:00,P0010,-5,455.95,Cash,False,,
C8622,,Unknown,68013.86,2025-04-10 00:00:00,P0075,3,999999.0,Cash,yes,-29.879692,-61.026896
C8153,33.0,Male,9999999.0,32/13/2025,P0009,4,999999.0,Online Wallet,True,,58.440436
C7302,,Unknown,9999999.0,32/13/2025,P0025,-5,270.49,Online Wallet,False,-12.290406,-82.237382
C7136,35.0,Other,82440.9,2025-04-06 00:00:00,P0082,7,999999.0,Cash,yes,,
C9894,,Other,9999999.0,2025-04-26 00:00:00,P0017,10,999999.0,Crypt0,yes,49.208508,-42.107996
C1037,67.0,Other,49775.62,2025-06-27 00:00:00,P0035,-5,536.61,Card,False,-8.350163,
C8822,37.0,Male,9999999.0,2025-06-09 00:00:00,P0050,5,999999.0,Online Wallet,True,,
C1858,,Other,9999999.0,32/13/2025,P0078,-5,999999.0,Card,yes,87.889234,-103.294731
C6431,,Male,74224.65,2025-06-22 00:00:00,P0071,-5,999999.0,Online Wallet,yes,30.577484,
C5011,,Female,9999999.0,32/13/2025,P0079,-5,640.04,Online Wallet,True,52.807083,33.245284
C7131,54.0,Male,9999999.0,2025-05-31 00:00:00,P0097,4,625.33,Card,True,-51.801627,
C9244,,Female,9999999.0,32/13/2025,P0071,-5,57.17,Card,yes,-61.604814,-170.828164
C9338,,Female,71109.59,32/13/2025,P0010,-5,999999.0,Online Wallet,yes,,137.810938
C7301,,Female,80463.8,2025-06-28 00:00:00,P0066,-5,999999.0,Online Wallet,yes,45.258291,
C4740,,Female,9999999.0,32/13/2025,P0076,3,999999.0,Card,yes,,60.194892
C4422,,Male,9999999.0,32/13/2025,P0094,5,999999.0,Online Wallet,yes,59.257856,
C4953,,Male,27083.63,32/13/2025,P0090,-5,999999.0,Card,False,,-57.346051
C4644,,Male,9999999.0,2025-05-22 00:00:00,P0036,9,421.43,Cash,True,-54.303942,
C4447,60.0,Male,52425.23,32/13/2025,P0067,-5,999999.0,Card,False,,-157.744096
C7446,,Other,93580.13,2025-05-17 00:00:00,P0001,-5,495.83,Online Wallet,False,87.508788,
C1104,,Female,40649.75,2025-04-24 00:00:00,P0034,7,723.94,Card,True,,
C6259,19.0,Male,9999999.0,32/13/2025,P0097,5,754.12,Card,yes,7.929246,
C7567,,Unknown,102105.75,2025-06-09 00:00:00,P0022,6,498.16,Online Wallet,yes,-53.896565,52.002303
C3144,,Male,9999999.0,2025-06-21 00:00:00,P0097,-5,675.42,Cash,True,,-64.301632
C4881,20.0,Female,30801.1,2025-06-06 00:00:00,P0016,-5,999999.0,Card,yes,25.700817,-86.023238
C3233,66.0,Unknown,9999999.0,32/13/2025,P0046,-5,999999.0,Card,False,-58.515621,
C3095,,Other,9999999.0,2025-06-27 00:00:00,P0084,1,934.04,Cash,False,,-116.794901
C3275,50.0,Female,82595.32,32/13/2025,P0084,-5,664.49,Cash,False,,
C5982,24.0,Male,9999999.0,32/13/2025,P0020,8,663.47,Online Wallet,yes,,
C2347,,Other,86526.48,2025-04-18 00:00:00,P0072,3,999999.0,Card,yes,19.835016,-47.799456
C8008,61.0,Male,9999999.0,2025-04-12 00:00:00,P0092,-5,576.86,Card,True,,-105.116824
C8811,,Unknown,9999999.0,2025-06-11 00:00:00,P0027,-5,16.73,Cash,yes,40.005376,
C5948,42.0,Male,64172.03,2025-06-28 00:00:00,P0036,-5,419.71,Crypt0,False,,
C9709,67.0,Unknown,9999999.0,32/13/2025,P0010,-5,999999.0,Crypt0,False,-66.511018,-63.081462
C9152,31.0,Male,9999999.0,32/13/2025,P0089,8,145.43,Cash,False,80.112677,
C3973,27.0,Other,87600.47,2025-05-27 00:00:00,P0046,10,512.58,Card,False,,144.120488
C9469,,Unknown,9999999.0,2025-05-31 00:00:00,P0092,-5,824.76,Cash,yes,,
C6966,,Unknown,9999999.0,2025-04-12 00:00:00,P0043,-5,676.27,Crypt0,yes,45.481888,-149.204085
C4975,41.0,Female,53722.56,32/13/2025,P0013,-5,521.43,Card,False,-50.636975,
C1748,,Male,9999999.0,2025-06-10 00:00:00,P0047,-5,999999.0,Crypt0,True,,-113.812318
C7071,63.0,Male,9999999.0,32/13/2025,P0075,10,999999.0,Crypt0,False,-53.08422,
C9314,60.0,Unknown,40812.04,32/13/2025,P0067,-5,999999.0,Crypt0,yes,,
C4964,,Other,9999999.0,32/13/2025,P0061,10,418.24,Crypt0,False,22.771263,
