customer_id,age,gender,income,purchase_date,product_id,quantity,spend_amount,payment_method,is_returning,lat,lon
C1491,56.0,Other,86358.13,2025-01-08 00:00:00,P0083,8,762.74,Crypt0,False,,34.313221
C9267,46.0,Other,29684.34,2025-03-02 00:00:00,P0031,10,999999.0,Crypt0,yes,,
C7739,,Unknown,9999999.0,32/13/2025,P0069,7,968.94,Card,yes,,
C8540,,Unknown,49336.77,2025-03-31 00:00:00,P0041,-5,447.71,Cash,yes,,132.049064
C7335,35.0,Other,100478.29,2025-01-07 00:00:00,P0055,-5,999999.0,Online Wallet,False,-67.973669,13.321082
C5612,57.0,Unknown,53724.61,2025-01-23 00:00:00,P0076,9,999999.0,Crypt0,yes,,
C5582,,Female,9999999.0,32/13/2025,P0063,4,159.61,Cash,True,32.26452,-99.111829
C8142,50.0,Female,30542.24,2025-01-30 00:00:00,P0008,5,625.85,Crypt0,True,-31.044537,
C1739,42.0,Other,9999999.0,32/13/2025,P0030,9,999999.0,Cash,False,-2.015526,
C5490,,Other,119334.23,32/13/2025,P0099,-5,999999.0,Crypt0,False,14.449539,
C7372,25.0,Other,9999999.0,32/13/2025,P0048,8,368.1,Cash,False,-70.612858,
C2979,42.0,Unknown,9999999.0,2025-02-04 00:00:00,P0099,9,536.89,Card,yes,-7.135838,-4.849158
C6087,,Male,111403.64,2025-02-19 00:00:00,P0090,9,999999.0,Online Wallet,True,,
C8960,,Male,96226.75,2025-01-28 00:00:00,P0066,6,983.61,Cash,True,,
C3433,,Male,95714.82,2025-02-09 00:00:00,P0084,6,999999.0,Online Wallet,yes,21.735815,167.862383
C6602,,Unknown,31330.84,32/13/2025,P0058,-5,693.51,Online Wallet,yes,,
C3299,54.0,Female,84455.24,2025-01-04 00:00:00,P0013,-5,127.69,Card,yes,,154.735477
C2663,,Other,69735.27,2025-03-07 00:00:00,P0072,2,999999.0,Cash,True,72.259743,-77.18237
C7261,26.0,Female,9999999.0,32/13/2025,P0001,-5,859.65,Crypt0,yes,-82.624748,
C2832,,Male,35394.78,32/13/2025,P0095,-5,999999.0,Crypt0,yes,,
C3210,,Male,31977.13,2025-02-12 00:00:00,P0080,6,30.67,Crypt0,False,,
C8793,,Other,73388.9,32/13/2025,P0037,1,999999.0,Online Wallet,True,-85.75363,
C2521,34.0,Male,9999999.0,32/13/2025,P0075,-5,999999.0,Crypt0,False,-84.878847,-168.679565
C3773,,Male,62031.68,2025-01-14 00:00:00,P0073,6,835.42,Online Wallet,yes,,-85.659067
C8792,26.0,Female,9999999.0,32/13/2025,P0013,4,603.66,Cash,yes,,-119.758751
C6512,24.0,Female,32630.16,2025-01-26 00:00:00,P0094,-5,999999.0,Online Wallet,False,-34.913089,
C2830,,Female,9999999.0,2025-01-24 00:00:00,P0021,9,999999.0,Card,yes,,
C2249,44.0,Other,58697.75,2025-03-28 00:00:00,P0053,4,280.39,Crypt0,False,,-19.888665
C6651,61.0,Unknown,9999999.0,32/13/2025,P0094,5,999999.0,Cash,True,-22.391751,61.02264
C9738,27.0,Unknown,9999999.0,2025-01-08 00:00:00,P0016,2,396.82,Card,True,-8.157019,
C4786,18.0,Unknown,101219.63,32/13/2025,P0002,8,799.98,Card,False,,
C7549,,Unknown,9999999.0,2025-02-22 00:00:00,P0061,4,464.5,Cash,True,-54.466689,
C3151,,Male,9999999.0,2025-02-13 00:00:00,P0038,-5,999999.0,Crypt0,False,,
C4813,,Male,77561.54,2025-03-21 00:00:00,P0033,-5,999999.0,Crypt0,False,,-127.823438
C7225,,Other,81252.46,32/13/2025,P0091,4,961.38,Crypt0,True,,-164.056932
C9072,,Other,9999999.0,32/13/2025,P0046,9,355.69,Online Wallet,yes,-77.650158,
C9513,44.0,Male,75118.31,2025-03-21 00:00:00,P0099,4,561.3,Crypt0,yes,,
C3272,,Female,9999999.0,32/13/2025,P0059,-5,501.9,Crypt0,yes,,-102.890067
C8412,,Male,9999999.0,2025-02-13 00:00:00,P0079,7,999999.0,Card,False,,
C3359,,Female,9999999.0,32/13/2025,P0073,-5,999999.0,Cash,True,69.905506,
C1204,,Male,42131.79,32/13/2025,P0024,-5,999999.0,Cash,True,,-108.274707
C1872,61.0,Female,114267.91,2025-02-07 00:00:00,P0056,10,937.9,Online Wallet,False,,161.930703
C3212,,Male,39578.19,32/13/2025,P0091,9,999999.0,Card,True,-72.815221,-8.522432
C2312,,Male,9999999.0,2025-02-28 00:00:00,P0046,-5,363.25,Online Wallet,True,,
C4931,29.0,Unknown,95305.18,2025-02-03 00:00:00,P0038,-5,796.72,Card,False,27.349015,4.9498
C1090,70.0,Male,9999999.0,2025-01-02 00:00:00,P0068,5,966.84,Crypt0,False,-57.743233,93.054899
C9976,,Male,9999999.0,2025-03-01 00:00:00,P0098,-5,999999.0,Online Wallet,yes,,66.020775
C4026,,Female,9999999.0,32/13/2025,P0060,4,778.53,Crypt0,yes,17.472412,-78.222556
C9418,,Unknown,21284.26,2025-02-21 00:00:00,P0089,-5,971.37,Cash,True,,
C5658,38.0,Female,88366.57,32/13/2025,P0072,-5,999999.0,Online Wallet,yes,,
C5374,65.0,Other,9999999.0,2025-03-28 00:00:00,P0052,-5,999999.0,Online Wallet,False,33.292112,
C3100,,Other,43448.23,32/13/2025,P0007,8,999999.0,Cash,True,,135.938278
C8636,,Male,9999999.0,2025-03-02 00:00:00,P0061,-5,711.21,Crypt0,yes,-56.426228,-139.967127
C1254,,Male,95607.58,2025-01-11 00:00:00,P0074,-5,999999.0,Card,True,78.047675,
C8516,31.0,Male,78979.18,32/13/2025,P0021,-5,403.23,Cash,yes,,105.68286
C5657,37.0,Other,9999999.0,2025-03-24 00:00:00,P0031,6,32.38,Crypt0,yes,-44.540177,-23.006976
C1366,27.0,Female,43760.76,2025-02-02 00:00:00,P0079,1,300.4,Online Wallet,False,,-151.942283
C5870,,Unknown,9999999.0,2025-03-14 00:00:00,P0045,4,514.13,Online Wallet,False,,
C6367,33.0,Other,9999999.0,2025-01-26 00:00:00,P0066,-5,999999.0,Cash,yes,-7.09064,-173.06003
C9624,,Other,67418.94,2025-03-31 00:00:00,P0071,-5,999999.0,Card,True,-67.537979,8.574898
C4577,,Male,34738.65,32/13/2025,P0023,9,223.81,Card,False,-54.875346,-128.507629
C3462,,Unknown,119293.93,32/13/2025,P0095,-5,999999.0,Online Wallet,yes,,
C3492,,Male,86385.63,32/13/2025,P0066,-5,999999.0,Crypt0,True,,
C1664,,Male,9999999.0,32/13/2025,P0076,-5,999999.0,Card,False,,-19.169415
C2393,37.0,Female,84313.56,2025-01-11 00:00:00,P0038,3,884.44,Card,True,,117.255851
C1208,,Male,94113.78,32/13/2025,P0072,2,821.42,Online Wallet,True,,
C1614,36.0,Male,37999.54,2025-02-21 00:00:00,P0076,-5,515.24,Cash,yes,,
C4594,33.0,Male,9999999.0,2025-03-31 00:00:00,P0053,-5,195.15,Card,False,-13.946105,175.128871
C8585,,Unknown,45457.3,2025-02-13 00:00:00,P0031,-5,766.73,Online Wallet,False,-84.408479,10.88536
C6575,,Other,114113.78,2025-01-06 00:00:00,P0078,-5,150.54,Crypt0,False,-53.546224,
C4976,52.0,Female,70524.75,2025-01-29 00:00:00,P0081,4,85.03,Online Wallet,yes,-71.227936,
C1660,,Unknown,9999999.0,32/13/2025,P0048,-5,999999.0,Card,True,-82.054992,-69.694657
C2702,,Unknown,73853.4,32/13/2025,P0059,6,999999.0,Online Wallet,False,,
C9498,51.0,Other,9999999.0,32/13/2025,P0011,9,999999.0,Card,False,-7.363748,62.94565
C6388,,Other,9999999.0,2025-03-31 00:00:00,P0035,-5,292.72,Card,False,,
C9750,63.0,Female,9999999.0,2025-02-13 00:00:00,P0036,6,753.93,Card,False,-79.340273,
C5333,53.0,Other,9999999.0,2025-03-18 00:00:00,P0062,2,317.61,Online Wallet,yes,,135.826796
C7668,,Male,9999999.0,32/13/2025,P0051,2,379.12,Card,False,,
C2220,46.0,Female,21998.27,32/13/2025,P0091,9,123.6,Online Wallet,False,21.85603,
C3434,56.0,Other,77137.27,32/13/2025,P0002,2,999999.0,Card,False,,-76.894558
C5679,,Male,103747.1,2025-02-15 00:00:00,P0095,5,269.12,Cash,yes,,173.751937
C6712,,Male,29598.06,32/13/2025,P0047,10,993.07,Card,yes,-84.878608,
C9149,,Male,56842.68,32/13/2025,P0063,-5,202.35,Online Wallet,True,-42.40227,
C6101,47.0,Female,9999999.0,32/13/2025,P0037,-5,645.76,Online Wallet,yes,34.735798,
C4322,,Other,9999999.0,2025-02-24 00:00:00,P0067,2,999999.0,Online Wallet,True,,
C4026,46.0,Other,9999999.0,32/13/2025,P0052,-5,999999.0,Card,False,,
C3099,,Male,28475.02,2025-02-08 00:00:00,P0047,-5,41.85,Cash,False,,
C8525,62.0,Female,52433.86,32/13/2025,P0084,-5,756.31,Online Wallet,True,,
C1907,,Other,9999999.0,32/13/2025,P0024,-5,535.12,Card,yes,,4.467431
C9413,33.0,Female,9999999.0,32/13/2025,P0081,-5,999999.0,Online Wallet,False,,
C7968,60.0,Male,9999999.0,32/13/2025,P0089,-5,852.2,Cash,yes,56.406383,6.937163
C8961,,Unknown,73649.53,2025-02-12 00:00:00,P0036,6,350.47,Card,False,,
C5228,,Other,76472.49,2025-03-01 00:00:00,P0095,3,999999.0,Online Wallet,False,53.480298,
C2044,20.0,Male,9999999.0,32/13/2025,P0006,-5,817.88,Crypt0,False,-66.721608,
C6373,56.0,Female,108569.8,32/13/2025,P0078,-5,341.16,Cash,yes,-59.680985,
C9866,18.0,Female,96993.62,32/13/2025,P0063,3,512.39,Card,yes,-49.401294,
C8902,59.0,Other,9999999.0,32/13/2025,P0016,-5,999999.0,Cash,yes,84.001859,
C6564,,Other,59519.12,2025-01-09 00:00:00,P0022,-5,481.39,Cash,yes,-44.928893,
C2615,54.0,Male,9999999.0,2025-02-27 00:00:00,P0040,-5,588.82,Card,yes,,
C3071,,Other,9999999.0,32/13/2025,P0016,10,999999.0,Cash,yes,38.063385,
C6406,43.0,Other,9999999.0,2025-01-17 00:00:00,P0034,-5,999999.0,Crypt0,yes,,-22.457527
C4883,32.0,Female,9999999.0,2025-03-10 00:00:00,P0032,9,999999.0,Online Wallet,False,,166.925461
C7411,61.0,Unknown,103384.8,32/13/2025,P0009,4,999999.0,Online Wallet,True,-87.806249,
C2632,38.0,Male,46058.3,32/13/2025,P0044,-5,804.67,Online Wallet,yes,,-72.504496
C6946,,Other,88374.59,2025-01-21 00:00:00,P0077,-5,901.15,Crypt0,False,25.299301,-68.741712
C3804,42.0,Female,97565.96,32/13/2025,P0059,-5,914.96,Online Wallet,True,,-98.562459
C6576,68.0,Unknown,87069.17,32/13/2025,P0093,9,31.86,Card,True,,20.388919
C7251,27.0,Unknown,9999999.0,32/13/2025,P0002,-5,999999.0,Online Wallet,False,,145.426704
C5401,48.0,Unknown,9999999.0,32/13/2025,P0049,1,420.14,Online Wallet,yes,-74.432642,
C1857,32.0,Unknown,80671.73,2025-01-13 00:00:00,P0092,-5,999999.0,Cash,False,-17.288211,168.773665
C2154,,Male,9999999.0,32/13/2025,P0046,6,999999.0,Online Wallet,yes,32.296729,
C6071,,Other,90835.95,32/13/2025,P0033,7,999999.0,Crypt0,True,,106.495064
C6877,,Unknown,9999999.0,2025-03-15 00:00:00,P0019,-5,999999.0,Online Wallet,False,,
C2598,,Male,67432.04,2025-01-20 00:00:00,P0081,-5,999999.0,Card,False,,-138.871815
C4460,29.0,Female,91438.26,32/13/2025,P0058,-5,365.51,Online Wallet,True,,103.047649
C4677,55.0,Female,69275.17,2025-01-18 00:00:00,P0002,-5,194.95,Online Wallet,False,-84.20172,
C5666,,Male,9999999.0,2025-01-11 00:00:00,P0094,7,958.45,Online Wallet,yes,49.07551,
C8190,65.0,Male,77196.39,32/13/2025,P0057,9,424.2,Crypt0,False,-9.243187,
C8392,32.0,Female,9999999.0,2025-02-16 00:00:00,P0086,-5,999999.0,Online Wallet,yes,,19.186839
C2799,35.0,Unknown,45663.95,2025-03-08 00:00:00,P0055,-5,938.98,Crypt0,False,,172.212756
C3721,,Other,67352.64,32/13/2025,P0005,-5,562.1,Cash,False,,-176.567106
C8797,,Other,9999999.0,32/13/2025,P0002,8,692.58,Card,True,,31.418784
C5503,35.0,Male,9999999.0,32/13/2025,P0010,1,464.96,Crypt0,yes,88.496609,
C6893,47.0,Other,52510.12,2025-03-11 00:00:00,P0041,-5,619.47,Crypt0,True,-29.922895,-140.52219
C7539,,Male,9999999.0,2025-01-06 00:00:00,P0035,-5,865.04,Cash,False,,
C9009,32.0,Other,101876.92,2025-03-10 00:00:00,P0081,-5,111.14,Crypt0,True,,
C9329,,Unknown,9999999.0,32/13/2025,P0092,9,964.62,Card,yes,-6.995962,-51.897892
C2694,48.0,Unknown,9999999.0,2025-01-15 00:00:00,P0005,3,699.12,Card,True,,-114.759294
C8491,50.0,Male,9999999.0,2025-02-13 00:00:00,P0053,1,407.23,Online Wallet,yes,50.696217,
C5274,45.0,Female,9999999.0,2025-02-27 00:00:00,P0090,3,999999.0,Cash,yes,14.376228,
C8052,,Unknown,9999999.0,2025-02-06 00:00:00,P0038,-5,999999.0,Cash,yes,-53.035065,
C6282,,Unknown,27298.11,32/13/2025,P0099,-5,810.14,Crypt0,True,-11.732158,11.29906
C1683,,Other,29728.8,32/13/2025,P0075,-5,999999.0,Online Wallet,False,2.549713,
C7736,55.0,Unknown,9999999.0,2025-02-05 00:00:00,P0088,3,586.91,Online Wallet,False,-66.527383,
C7514,,Male,86335.03,32/13/2025,P0099,-5,999999.0,Card,yes,-14.383872,
C3459,65.0,Female,9999999.0,32/13/2025,P0047,10,475.4,Crypt0,False,52.376833,36.017672
C9722,,Female,80869.48,32/13/2025,P0040,-5,999999.0,Crypt0,False,-11.065464,-142.441803
C2770,,Female,9999999.0,32/13/2025,P0027,5,999999.0,Cash,yes,,
C5143,,Unknown,60811.78,32/13/2025,P0038,7,595.7,Card,False,,
C2640,,Unknown,9999999.0,2025-03-09 00:00:00,P0032,8,696.23,Online Wallet,False,13.533572,
C2385,31.0,Other,9999999.0,2025-03-24 00:00:00,P0046,2,999999.0,Online Wallet,True,,-136.376819
C7179,64.0,Female,39578.01,32/13/2025,P0079,8,999999.0,Crypt0,True,,
C8240,19.0,Other,9999999.0,2025-03-21 00:00:00,P0026,8,214.2,Card,yes,,144.583881
C9132,47.0,Female,64452.84,32/13/2025,P0098,9,180.47,Card,True,,
C9726,,Other,9999999.0,32/13/2025,P0043,5,999999.0,Cash,yes,,-2.011313
C9660,,Female,50893.84,32/13/2025,P0014,10,999999.0,Online Wallet,False,-65.371135,
C6236,28.0,Female,81019.95,32/13/2025,P0088,6,466.69,Online Wallet,yes,,
C1572,,Female,9999999.0,32/13/2025,P0085,7,170.08,Card,False,89.772505,
C3126,,Female,70638.91,32/13/2025,P0062,1,420.51,Online Wallet,yes,-76.961563,160.81893
C7190,,Unknown,9999999.0,2025-03-22 00:00:00,P0080,-5,467.32,Cash,yes,,-127.805115
C5748,49.0,Male,107220.32,32/13/2025,P0064,-5,999999.0,Card,yes,28.808685,
C5128,,Female,116651.72,2025-03-04 00:00:00,P0055,1,849.35,Cash,False,-49.162046,
C2691,,Male,101162.34,2025-03-11 00:00:00,P0068,-5,999999.0,Crypt0,yes,66.73573,
C8754,23.0,Female,9999999.0,32/13/2025,P0013,-5,999999.0,Cash,yes,-79.003956,
C3410,,Other,62206.64,32/13/2025,P0068,-5,999999.0,Online Wallet,yes,,-78.85589
C4122,57.0,Male,23083.57,2025-03-08 00:00:00,P0027,-5,999999.0,Crypt0,True,,
C8336,68.0,Male,85349.39,2025-01-24 00:00:00,P0013,8,999999.0,Online Wallet,False,,
C3080,,Female,50701.29,2025-03-26 00:00:00,P0095,6,999999.0,Cash,yes,34.368323,
C1232,18.0,Unknown,9999999.0,2025-03-10 00:00:00,P0052,-5,603.53,Crypt0,True,,
C1487,,Unknown,78822.9,2025-02-08 00:00:00,P0047,6,999999.0,Crypt0,False,,
C5647,,Female,23109.05,2025-01-05 00:00:00,P0034,-5,999999.0,Online Wallet,yes,,-119.042659
C1204,69.0,Male,71049.76,32/13/2025,P0016,1,999999.0,Online Wallet,True,,-37.664075
C2116,,Male,9999999.0,32/13/2025,P0077,-5,166.77,Online Wallet,False,,
C9234,34.0,Other,9999999.0,2025-02-01 00:00:00,P0016,-5,87.7,Cash,True,89.254216,
C9841,59.0,Male,9999999.0,2025-03-07 00:00:00,P0008,-5,991.04,Online Wallet,True,,
C6368,44.0,Female,9999999.0,2025-03-10 00:00:00,P0060,-5,999999.0,Card,True,-15.530221,153.878529
C8429,58.0,Female,9999999.0,32/13/2025,P0091,-5,999999.0,Online Wallet,yes,-9.573714,-39.286355
C8879,27.0,Female,63441.42,2025-01-28 00:00:00,P0076,5,999999.0,Crypt0,yes,-89.747405,-123.73043
C4542,,Male,89042.48,2025-02-07 00:00:00,P0051,4,673.09,Online Wallet,True,7.052571,50.022906
C2745,,Unknown,58788.03,2025-01-20 00:00:00,P0084,-5,999999.0,Crypt0,True,82.440298,-48.096697
C7750,26.0,Male,81262.26,32/13/2025,P0017,-5,999999.0,Cash,True,-14.965085,
C7068,,Male,60426.49,32/13/2025,P0039,-5,695.16,Cash,yes,,
C9415,18.0,Female,70639.14,32/13/2025,P0029,3,800.88,Crypt0,yes,-9.038365,
C2828,,Male,9999999.0,2025-03-23 00:00:00,P0007,1,799.81,Cash,False,,
C6706,,Unknown,62403.92,2025-01-03 00:00:00,P0011,-5,999999.0,Crypt0,yes,24.294593,
C5423,25.0,Female,108437.56,32/13/2025,P0097,-5,999999.0,Online Wallet,False,,9.687603
C8941,24.0,Unknown,97255.46,32/13/2025,P0046,2,963.3,Cash,yes,35.59966,
C1630,66.0,Unknown,26981.15,2025-03-31 00:00:00,P0080,-5,999999.0,Cash,False,56.043537,
C8792,22.0,Unknown,9999999.0,32/13/2025,P0093,-5,747.8,Online Wallet,yes,,
C5577,50.0,Unknown,34587.44,32/13/2025,P0083,-5,999999.0,Crypt0,False,82.059261,33.004013
C9719,62.0,Other,39473.73,32/13/2025,P0042,1,664.37,Crypt0,yes,-57.307657,22.07857
C6261,57.0,Female,9999999.0,2025-01-31 00:00:00,P0077,6,999999.0,Card,yes,,159.392432
C3708,52.0,Female,9999999.0,32/13/2025,P0031,-5,950.01,Online Wallet,yes,,
C1906,,Male,9999999.0,2025-01-07 00:00:00,P0006,2,999999.0,Cash,True,,168.330032
C3323,,Male,9999999.0,32/13/2025,P0035,1,999999.0,Online Wallet,False,,-35.953025
C7961,32.0,Other,9999999.0,2025-03-28 00:00:00,P0075,7,999999.0,Online Wallet,yes,,140.442679
C1223,26.0,Unknown,9999999.0,2025-02-02 00:00:00,P0035,-5,999999.0,Card,yes,-52.30616,92.743527
C7611,,Male,116597.57,2025-01-30 00:00:00,P0075,4,808.62,Cash,False,53.698398,-8.301633
C9738,,Female,44234.67,32/13/2025,P0013,-5,999999.0,Cash,True,30.796496,
C9518,44.0,Unknown,9999999.0,2025-01-04 00:00:00,P0071,3,30.21,Crypt0,False,-40.503707,-41.023785
C5254,,Male,9999999.0,2025-03-21 00:00:00,P0006,1,999999.0,Crypt0,yes,,-142.126089
C2102,22.0,Other,9999999.0,2025-03-19 00:00:00,P0015,-5,999999.0,Online Wallet,False,,118.560205
C3555,,Male,9999999.0,2025-01-29 00:00:00,P0061,-5,210.55,Card,True,,-12.331612
C2845,69.0,Female,85705.1,2025-01-18 00:00:00,P0046,8,999999.0,Crypt0,yes,-4.284944,
C5889,,Male,9999999.0,32/13/2025,P0012,7,999999.0,Cash,True,,
C6543,,Unknown,61698.83,32/13/2025,P0016,1,999999.0,Online Wallet,yes,,
C8545,48.0,Other,72432.37,2025-02-28 00:00:00,P0026,5,280.4,Cash,yes,54.63224,-177.605303
C9465,46.0,Female,98298.22,32/13/2025,P0100,2,735.52,Crypt0,yes,,-8.853491
C3328,,Unknown,9999999.0,32/13/2025,P0064,-5,620.58,Online Wallet,yes,65.582941,115.025221
C3574,,Male,37865.29,2025-01-21 00:00:00,P0093,-5,477.95,Crypt0,False,,
C2141,,Male,9999999.0,2025-03-21 00:00:00,P0093,4,999999.0,Crypt0,False,,179.691199
C7184,,Unknown,78736.74,2025-01-08 00:00:00,P0014,-5,999999.0,Cash,False,,-95.446897
C5111,27.0,Female,9999999.0,32/13/2025,P0075,5,999999.0,Card,False,-3.60928,
C1027,,Other,51904.37,2025-01-16 00:00:00,P0011,-5,537.17,Card,True,,42.837946
C2812,51.0,Unknown,47327.82,32/13/2025,P0030,4,175.35,Online Wallet,True,,
C9744,,Male,9999999.0,2025-03-10 00:00:00,P0023,-5,999999.0,Card,False,6.860534,118.4483
C8812,33.0,Unknown,9999999.0,2025-03-30 00:00:00,P0034,-5,616.55,Cash,yes,39.475869,-22.701244
C3855,,Male,56784.74,2025-02-03 00:00:00,P0015,10,721.87,Card,yes,,
C5323,,Female,26389.44,32/13/2025,P0032,10,999999.0,Card,False,-0.547358,
C6303,55.0,Female,9999999.0,32/13/2025,P0092,-5,999999.0,Crypt0,yes,,
C7857,,Male,21808.09,2025-02-11 00:00:00,P0030,-5,999999.0,Crypt0,yes,,
C3902,,Male,38699.31,2025-03-03 00:00:00,P0052,-5,109.89,Crypt0,yes,,
C4392,,Unknown,9999999.0,32/13/2025,P0031,1,999999.0,Online Wallet,False,,-51.704278
C2991,26.0,Unknown,84238.44,32/13/2025,P0076,8,484.84,Online Wallet,False,4.611126,
C4271,,Female,9999999.0,32/13/2025,P0008,4,999999.0,Card,yes,29.453436,-76.544529
C6560,,Female,107819.78,32/13/2025,P0063,2,831.27,Online Wallet,False,89.842088,
C9903,,Male,118926.88,32/13/2025,P0045,-5,999999.0,Crypt0,False,-79.138289,-33.93218
C5543,,Other,73975.7,2025-03-03 00:00:00,P0090,4,999999.0,Crypt0,False,47.245906,144.087302
C7698,18.0,Other,46375.77,32/13/2025,P0014,1,670.14,Cash,False,53.708398,
C7201,28.0,Other,76111.93,32/13/2025,P0030,-5,591.39,Crypt0,yes,,123.137859
C3479,,Unknown,9999999.0,2025-03-06 00:00:00,P0019,7,728.82,Cash,yes,-58.059099,
C7034,69.0,Other,9999999.0,2025-03-04 00:00:00,P0073,10,999999.0,Crypt0,False,48.96625,
C5594,67.0,Male,76707.07,2025-01-29 00:00:00,P0033,9,198.18,Cash,yes,,37.118178
C7366,64.0,Unknown,71021.32,2025-03-28 00:00:00,P0096,-5,999999.0,Card,True,,
