customer_id,age,gender,income,purchase_date,product_id,quantity,spend_amount,payment_method,is_returning,lat,lon
C3685,35.0,Female,9999999.0,2025-07-03 00:00:00,P0014,-5,705.01,Cash,True,-23.402498,
C5281,55.0,Unknown,43069.03,2025-09-09 00:00:00,P0054,1,999999.0,Crypt0,False,-81.462531,
C9689,70.0,Other,9999999.0,2025-08-11 00:00:00,P0054,-5,530.12,Crypt0,True,,
C8442,,Male,39653.07,2025-08-06 00:00:00,P0059,9,999999.0,Cash,yes,35.375819,
C4525,,Female,69057.44,2025-09-24 00:00:00,P0083,-5,244.78,Online Wallet,True,16.682951,-81.187269
C4576,67.0,Unknown,30032.55,2025-07-08 00:00:00,P0046,9,999999.0,Cash,True,38.41882,0.28057
C3796,63.0,Male,35194.98,2025-07-26 00:00:00,P0011,4,999999.0,Card,True,20.282598,-48.451737
C5408,50.0,Other,114300.95,32/13/2025,P0007,6,119.56,Card,False,-70.011194,109.177605
C8453,,Female,51831.18,2025-07-22 00:00:00,P0037,-5,999999.0,Online Wallet,yes,4.546654,-116.731459
C3460,61.0,Unknown,27062.56,32/13/2025,P0042,4,34.36,Online Wallet,True,,
C4909,56.0,Female,9999999.0,32/13/2025,P0033,-5,999999.0,Card,True,,39.042844
C8809,,Male,39981.43,32/13/2025,P0001,1,23.17,Cash,True,,-106.591019
C6918,48.0,Other,9999999.0,32/13/2025,P0083,-5,224.67,Cash,yes,8.924822,
C5400,,Female,52253.58,2025-07-12 00:00:00,P0063,-5,334.75,Crypt0,False,,
C9121,,Unknown,84816.72,2025-07-07 00:00:00,P0068,10,216.09,Crypt0,yes,-45.242128,-113.676046
C7739,34.0,Other,41905.66,32/13/2025,P0088,2,999999.0,Online Wallet,False,,
C7353,53.0,Other,9999999.0,32/13/2025,P0069,7,915.86,Card,False,,-105.641467
C2947,60.0,Other,111991.93,32/13/2025,P0064,-5,13.81,Cash,False,,33.008925
C3148,19.0,Female,69412.14,32/13/2025,P0023,-5,999999.0,Online Wallet,False,-34.324753,66.159694
C8214,,Male,9999999.0,32/13/2025,P0093,-5,66.56,Card,yes,,89.947826
C4533,,Other,25676.09,32/13/2025,P0045,1,999999.0,Card,yes,,
C5094,28.0,Other,77363.92,2025-07-06 00:00:00,P0086,8,255.8,Card,yes,,-143.058356
C6105,,Female,86549.54,32/13/2025,P0037,8,999999.0,Online Wallet,yes,49.116397,-105.318243
C2316,34.0,Other,40763.54,2025-08-28 00:00:00,P0025,9,560.28,Online Wallet,yes,-30.477537,
C9311,35.0,Other,9999999.0,2025-08-11 00:00:00,P0056,4,999999.0,Card,False,,
C3209,47.0,Other,9999999.0,2025-09-08 00:00:00,P0065,1,168.7,Crypt0,True,,
C1872,37.0,Female,86271.46,2025-08-24 00:00:00,P0064,2,999999.0,Crypt0,yes,,-164.227227
C6612,,Other,51171.31,32/13/2025,P0026,-5,999999.0,Card,True,-45.989116,176.619555
C8815,70.0,Male,9999999.0,2025-08-18 00:00:00,P0009,2,510.97,Online Wallet,yes,,
C6756,,Female,9999999.0,32/13/2025,P0029,-5,999999.0,Cash,yes,,-33.059512
C7805,,Male,77707.62,32/13/2025,P0087,-5,999999.0,Online Wallet,False,-33.268326,136.503371
C1343,31.0,Other,9999999.0,32/13/2025,P0069,-5,121.68,Card,True,,
C5801,,Unknown,9999999.0,32/13/2025,P0030,-5,999999.0,Crypt0,False,52.395998,-40.562096
C5000,32.0,Male,89991.16,2025-09-22 00:00:00,P0069,-5,36.36,Crypt0,False,,116.184099
C8001,,Male,9999999.0,32/13/2025,P0036,-5,999999.0,Crypt0,False,-83.265965,
C9254,70.0,Female,40203.25,2025-08-09 00:00:00,P0100,-5,999999.0,Cash,yes,-87.153455,115.08756
C2877,49.0,Male,109062.06,2025-07-22 00:00:00,P0090,10,999999.0,Cash,yes,,
C3404,56.0,Other,9999999.0,2025-07-12 00:00:00,P0043,1,216.26,Crypt0,False,29.673884,10.900726
C3983,35.0,Male,77985.5,2025-07-17 00:00:00,P0100,8,186.84,Online Wallet,True,,-4.455773
C5947,62.0,Male,9999999.0,2025-08-01 00:00:00,P0036,2,721.63,Card,False,,
C6583,70.0,Other,9999999.0,32/13/2025,P0067,5,452.93,Online Wallet,yes,46.064104,
C2104,,Other,96032.15,32/13/2025,P0088,1,999999.0,Cash,True,,
C8333,,Other,38844.91,2025-08-31 00:00:00,P0063,-5,999999.0,Online Wallet,False,,
C4927,,Female,72463.23,2025-07-30 00:00:00,P0057,-5,999999.0,Online Wallet,yes,,139.702241
C9089,,Female,9999999.0,2025-07-05 00:00:00,P0022,3,999999.0,Cash,True,,89.713005
C2939,,Female,24098.71,2025-09-28 00:00:00,P0011,7,650.04,Card,False,29.336864,
C7678,43.0,Female,32277.34,2025-07-01 00:00:00,P0084,10,999999.0,Online Wallet,yes,61.483379,-43.565656
C6808,40.0,Male,9999999.0,32/13/2025,P0078,10,999999.0,Cash,True,,-41.573437
C4622,,Female,59319.39,2025-07-29 00:00:00,P0087,5,999999.0,Online Wallet,yes,15.64047,40.028307
C1168,,Other,108606.33,2025-07-24 00:00:00,P0095,-5,679.74,Card,False,,
C6928,,Male,48987.08,2025-07-14 00:00:00,P0052,-5,999999.0,Cash,True,,
C9938,,Other,9999999.0,32/13/2025,P0097,-5,999999.0,Crypt0,True,,-32.28722
C9470,,Unknown,73668.48,2025-08-18 00:00:00,P0099,10,910.06,Online Wallet,True,,
C3124,53.0,Female,93272.17,32/13/2025,P0009,-5,17.07,Online Wallet,True,41.969523,145.954566
C5514,49.0,Unknown,110267.48,2025-09-01 00:00:00,P0056,-5,584.91,Crypt0,yes,63.858474,
C1293,63.0,Male,107971.82,2025-09-21 00:00:00,P0020,6,999999.0,Online Wallet,True,34.151903,
C5614,46.0,Other,9999999.0,2025-08-11 00:00:00,P0083,9,275.26,Online Wallet,False,12.760991,
C6092,,Other,97236.37,2025-07-22 00:00:00,P0046,5,999999.0,Card,False,33.196239,-138.819638
C7485,18.0,Other,33115.28,2025-08-13 00:00:00,P0011,-5,999999.0,Cash,yes,-23.69882,
C4730,,Other,64715.75,32/13/2025,P0072,-5,999999.0,Crypt0,True,,-105.709452
C6582,,Unknown,9999999.0,32/13/2025,P0017,-5,958.15,Online Wallet,yes,,43.066513
C5173,,Other,9999999.0,32/13/2025,P0005,-5,999999.0,Cash,False,22.652689,
C8153,34.0,Unknown,58114.68,2025-09-04 00:00:00,P0090,-5,740.62,Online Wallet,True,,
C1319,,Male,9999999.0,32/13/2025,P0074,5,897.96,Cash,False,-55.477997,-120.744448
C6192,,Female,93458.98,2025-08-30 00:00:00,P0068,6,999999.0,Cash,True,24.459259,170.146216
C9540,,Other,83459.61,2025-07-08 00:00:00,P0063,-5,999999.0,Online Wallet,yes,,
C1506,,Unknown,25793.63,32/13/2025,P0025,7,999999.0,Crypt0,yes,44.220693,-174.895949
C1108,,Unknown,98176.96,32/13/2025,P0066,5,999999.0,Crypt0,True,,
C8327,,Other,9999999.0,32/13/2025,P0005,4,999999.0,Online Wallet,True,,
C3408,31.0,Male,29900.04,32/13/2025,P0016,10,999999.0,Cash,False,38.012234,
C1108,,Other,9999999.0,2025-08-26 00:00:00,P0037,7,24.21,Crypt0,False,,
C7932,,Male,9999999.0,2025-08-09 00:00:00,P0048,-5,849.86,Card,False,22.742584,141.012869
C9247,46.0,Unknown,9999999.0,32/13/2025,P0098,6,999999.0,Card,True,,171.719243
C4634,55.0,Unknown,9999999.0,32/13/2025,P0026,7,999999.0,Online Wallet,True,30.340028,-22.911969
C1379,,Female,48406.58,2025-09-12 00:00:00,P0028,7,13.57,Crypt0,True,,
C9033,,Unknown,9999999.0,32/13/2025,P0063,6,999999.0,Card,yes,,-153.925837
C1265,66.0,Male,9999999.0,2025-08-22 00:00:00,P0012,-5,258.33,Cash,False,6.812191,
C2687,69.0,Male,9999999.0,2025-07-05 00:00:00,P0011,-5,999999.0,Online Wallet,yes,,95.521075
C6181,40.0,Unknown,9999999.0,32/13/2025,P0063,1,999999.0,Crypt0,False,-11.504371,
C1292,55.0,Unknown,9999999.0,32/13/2025,P0085,7,946.53,Crypt0,False,35.691287,
C9791,,Male,9999999.0,32/13/2025,P0073,-5,423.99,Online Wallet,True,14.257849,96.004193
C5669,,Female,111040.43,2025-09-15 00:00:00,P0030,-5,999999.0,Crypt0,False,,-155.535118
C4821,23.0,Unknown,47178.14,32/13/2025,P0100,3,999999.0,Online Wallet,False,-86.932366,
C8115,57.0,Unknown,9999999.0,32/13/2025,P0098,-5,435.32,Online Wallet,True,65.776907,-149.458166
C2015,,Other,9999999.0,2025-08-20 00:00:00,P0059,5,999999.0,Card,True,70.385095,-33.471766
C5878,30.0,Male,9999999.0,32/13/2025,P0008,-5,96.58,Cash,False,43.067117,
C9823,,Male,58721.43,32/13/2025,P0061,-5,999999.0,Crypt0,False,,
C7205,21.0,Female,9999999.0,32/13/2025,P0030,10,166.2,Online Wallet,True,,-38.791501
C6287,32.0,Male,47209.43,2025-08-19 00:00:00,P0070,4,999999.0,Online Wallet,False,-62.630083,42.69606
C9025,,Other,9999999.0,32/13/2025,P0084,4,28.61,Online Wallet,False,,
C6468,,Unknown,9999999.0,2025-08-28 00:00:00,P0055,-5,999999.0,Card,yes,,
C4942,,Unknown,85056.45,2025-08-30 00:00:00,P0031,-5,999999.0,Cash,False,,
C6105,,Male,9999999.0,32/13/2025,P0087,5,96.49,Crypt0,False,,
C2278,,Other,59991.68,32/13/2025,P0083,-5,154.18,Cash,yes,-19.800819,
C9590,33.0,Female,9999999.0,32/13/2025,P0085,-5,303.11,Online Wallet,False,-11.82497,
C9815,70.0,Female,109016.08,32/13/2025,P0097,-5,851.62,Card,True,-2.865928,
C4163,32.0,Male,43448.05,32/13/2025,P0015,3,999999.0,Cash,True,-89.426505,
C8225,39.0,Other,36915.66,32/13/2025,P0069,-5,86.71,Crypt0,False,,
C9389,,Unknown,57520.77,32/13/2025,P0025,4,228.27,Card,True,,
C9226,,Unknown,9999999.0,2025-09-04 00:00:00,P0092,-5,351.79,Card,False,,
C8538,68.0,Unknown,9999999.0,2025-08-18 00:00:00,P0073,-5,999999.0,Crypt0,yes,,
C3450,,Other,9999999.0,2025-07-28 00:00:00,P0007,-5,435.19,Crypt0,yes,,
C8156,66.0,Other,53359.55,32/13/2025,P0058,2,999999.0,Cash,False,4.411576,170.370331
C1868,42.0,Male,85939.01,2025-09-09 00:00:00,P0084,-5,405.59,Crypt0,yes,-22.224804,
C2424,23.0,Male,9999999.0,32/13/2025,P0004,-5,999999.0,Crypt0,False,,46.484236
C2280,40.0,Female,9999999.0,2025-09-03 00:00:00,P0017,-5,937.48,Cash,yes,,
C7468,24.0,Other,9999999.0,32/13/2025,P0067,4,999999.0,Online Wallet,yes,68.328973,172.126486
C8523,,Female,9999999.0,32/13/2025,P0065,-5,949.58,Card,True,,
C8412,,Female,9999999.0,2025-07-10 00:00:00,P0066,-5,862.81,Online Wallet,yes,,
C6312,38.0,Unknown,9999999.0,2025-08-15 00:00:00,P0070,7,999999.0,Card,yes,27.617471,50.652877
C8671,,Female,9999999.0,2025-08-13 00:00:00,P0058,-5,487.67,Crypt0,True,,
C6657,68.0,Male,115352.07,32/13/2025,P0079,2,999999.0,Crypt0,True,62.841844,117.511028
C8267,54.0,Unknown,9999999.0,32/13/2025,P0076,9,750.15,Online Wallet,yes,,
C2042,43.0,Female,9999999.0,32/13/2025,P0009,10,903.63,Cash,True,,-154.441939
C2029,,Other,30213.99,2025-09-23 00:00:00,P0028,-5,999999.0,Crypt0,True,,
C4159,,Male,108297.57,2025-08-06 00:00:00,P0028,-5,406.07,Crypt0,False,,-152.432579
C5402,,Other,30614.04,2025-07-02 00:00:00,P0006,-5,531.6,Card,False,,23.154292
C2879,62.0,Unknown,9999999.0,32/13/2025,P0064,-5,999999.0,Online Wallet,False,,-149.303823
C9119,58.0,Male,9999999.0,32/13/2025,P0073,-5,999999.0,Crypt0,True,17.485959,
C8807,39.0,Female,96235.49,32/13/2025,P0084,-5,694.72,Cash,True,,-169.432657
C7299,64.0,Unknown,52284.02,32/13/2025,P0022,-5,999999.0,Cash,False,26.574765,
C9061,25.0,Female,9999999.0,32/13/2025,P0032,-5,646.41,Online Wallet,True,,-98.642941
C8368,,Other,80759.72,32/13/2025,P0013,-5,487.34,Cash,yes,57.607833,
C6771,,Other,59772.43,2025-07-03 00:00:00,P0041,-5,379.44,Cash,yes,-42.149728,
C9481,21.0,Female,64934.67,32/13/2025,P0012,4,712.88,Crypt0,yes,-83.638197,-22.616111
C7631,,Unknown,107686.39,2025-08-28 00:00:00,P0059,-5,759.21,Online Wallet,True,-82.24511,130.052342
C4800,70.0,Male,9999999.0,2025-09-18 00:00:00,P0051,-5,999999.0,Online Wallet,yes,,
C9423,42.0,Female,9999999.0,32/13/2025,P0046,-5,999999.0,Online Wallet,False,68.530624,
C8046,,Other,9999999.0,2025-09-28 00:00:00,P0080,1,999999.0,Crypt0,True,17.463789,-176.49156
C2242,,Male,9999999.0,32/13/2025,P0099,-5,999999.0,Online Wallet,yes,8.295806,
C7402,34.0,Male,9999999.0,2025-09-24 00:00:00,P0088,8,999999.0,Cash,False,53.243177,72.77159
C9556,58.0,Male,100512.37,2025-09-02 00:00:00,P0095,2,505.01,Online Wallet,False,,
C3955,70.0,Male,9999999.0,32/13/2025,P0078,7,999999.0,Crypt0,True,-21.546763,
C3643,56.0,Unknown,9999999.0,32/13/2025,P0064,-5,999999.0,Crypt0,True,,
C1942,67.0,Unknown,9999999.0,32/13/2025,P0092,-5,999999.0,Crypt0,True,88.418833,64.516801
C5144,,Female,9999999.0,2025-07-09 00:00:00,P0048,-5,89.06,Cash,True,,-9.802278
C5727,41.0,Male,9999999.0,2025-07-03 00:00:00,P0081,-5,415.62,Card,yes,,47.247647
C6882,,Other,60000.28,32/13/2025,P0023,-5,999999.0,Card,False,76.87137,
C8982,,Female,9999999.0,2025-07-23 00:00:00,P0076,-5,264.67,Card,False,,-70.001831
C1042,,Other,25543.04,2025-09-07 00:00:00,P0087,7,598.96,Crypt0,False,,-28.501718
C7784,61.0,Male,9999999.0,2025-07-27 00:00:00,P0049,-5,999999.0,Crypt0,True,,77.640322
C7913,,Female,58654.04,2025-08-02 00:00:00,P0095,-5,999999.0,Crypt0,True,-58.847721,
C8094,,Other,9999999.0,32/13/2025,P0012,6,146.5,Online Wallet,True,-24.100732,
C3318,,Female,99254.75,2025-07-30 00:00:00,P0016,5,45.82,Online Wallet,yes,,-117.07365
C5247,19.0,Unknown,72691.18,32/13/2025,P0015,2,300.84,Card,yes,,-20.478147
C9376,,Female,9999999.0,32/13/2025,P0072,-5,999999.0,Card,True,,107.735023
C4934,45.0,Other,9999999.0,32/13/2025,P0039,-5,337.97,Online Wallet,False,,
C1774,45.0,Female,9999999.0,32/13/2025,P0069,3,133.37,Card,True,,
C6989,48.0,Other,9999999.0,2025-09-09 00:00:00,P0017,-5,999999.0,Cash,False,87.242655,49.511467
C6322,58.0,Male,9999999.0,32/13/2025,P0063,8,999999.0,Online Wallet,False,71.445258,96.55433
C9356,,Other,92367.75,32/13/2025,P0032,5,883.46,Card,False,,
C9177,,Unknown,53450.28,32/13/2025,P0054,-5,28.73,Card,False,,
C6025,63.0,Other,9999999.0,32/13/2025,P0093,8,999999.0,Online Wallet,False,64.222077,-163.703132
C7650,,Male,9999999.0,32/13/2025,P0050,8,999999.0,Card,False,-62.475322,
C1907,,Unknown,9999999.0,32/13/2025,P0060,-5,13.54,Cash,True,-86.101837,133.79518
C9309,,Female,80432.83,32/13/2025,P0082,-5,999999.0,Online Wallet,yes,,
C5327,,Female,24036.68,2025-09-16 00:00:00,P0027,9,586.56,Online Wallet,yes,,37.8092
C8220,,Other,29014.5,2025-09-20 00:00:00,P0024,-5,369.07,Online Wallet,False,,
C1176,21.0,Unknown,26389.05,2025-07-31 00:00:00,P0075,10,534.65,Online Wallet,True,,
C6894,,Female,9999999.0,32/13/2025,P0066,8,913.45,Online Wallet,True,,-127.305686
C9476,65.0,Other,9999999.0,2025-09-25 00:00:00,P0047,-5,858.69,Card,False,45.34539,-3.154471
C6815,,Other,107554.93,2025-07-08 00:00:00,P0092,3,999999.0,Online Wallet,False,-65.055042,
C9985,,Male,41985.46,32/13/2025,P0020,-5,41.84,Online Wallet,True,,-171.58333
C6836,29.0,Unknown,48316.45,32/13/2025,P0063,-5,915.64,Card,True,,37.475274
C7826,,Unknown,9999999.0,2025-08-24 00:00:00,P0055,4,876.9,Online Wallet,True,,55.668988
C6153,33.0,Unknown,80044.04,32/13/2025,P0075,-5,999999.0,Card,False,,124.57956
C2589,54.0,Female,9999999.0,32/13/2025,P0098,-5,243.74,Cash,yes,,-30.039289
C8144,52.0,Unknown,48956.29,2025-07-04 00:00:00,P0020,4,999999.0,Cash,yes,,
C8656,32.0,Female,53613.21,32/13/2025,P0099,-5,999999.0,Card,False,,-144.539634
C7560,,Male,9999999.0,2025-07-09 00:00:00,P0017,2,969.71,Crypt0,yes,,
C3032,62.0,Other,29396.85,32/13/2025,P0014,3,999999.0,Online Wallet,yes,,23.548259
C2162,69.0,Other,9999999.0,2025-07-04 00:00:00,P0032,-5,174.53,Card,True,-71.339803,-73.453536
C6400,,Female,106402.23,2025-09-11 00:00:00,P0098,7,999999.0,Cash,yes,-1.740787,
C7047,,Male,108461.86,2025-07-13 00:00:00,P0015,7,802.72,Card,yes,-0.614355,
C7588,35.0,Female,80611.9,2025-09-23 00:00:00,P0011,3,870.92,Card,True,58.551093,29.762666
C5768,18.0,Female,79906.52,32/13/2025,P0006,-5,10.11,Online Wallet,True,,125.755709
C7501,46.0,Female,9999999.0,2025-08-10 00:00:00,P0066,1,262.18,Online Wallet,yes,,
C5773,,Other,9999999.0,2025-07-14 00:00:00,P0043,2,460.41,Cash,False,17.009592,-0.95101
C9181,64.0,Female,83696.74,32/13/2025,P0003,-5,999999.0,Crypt0,False,-88.795303,5.673028
C2579,26.0,Female,9999999.0,32/13/2025,P0005,-5,999999.0,Card,False,-49.337478,
C5428,51.0,Other,101770.64,32/13/2025,P0014,-5,180.86,Card,False,75.546505,144.122054
C8734,,Unknown,70690.83,2025-08-16 00:00:00,P0034,-5,562.07,Online Wallet,True,80.89623,86.65336
C2916,,Male,79833.4,2025-08-28 00:00:00,P0072,-5,739.63,Card,yes,-72.784969,129.051253
C2738,45.0,Female,9999999.0,2025-08-21 00:00:00,P0099,-5,999999.0,Online Wallet,True,,
C8698,,Female,55878.21,2025-07-09 00:00:00,P0032,6,999999.0,Online Wallet,False,48.663959,56.009384
C4256,,Unknown,9999999.0,32/13/2025,P0012,-5,958.08,Crypt0,yes,38.180105,99.535353
C7802,,Male,9999999.0,2025-08-29 00:00:00,P0094,-5,767.24,Card,False,66.242495,
C2645,,Other,9999999.0,2025-08-22 00:00:00,P0049,-5,113.47,Crypt0,yes,-41.171849,-43.946328
C9958,65.0,Male,9999999.0,32/13/2025,P0030,-5,449.01,Card,yes,78.365432,77.390402
C8572,,Other,101781.64,2025-07-23 00:00:00,P0075,6,999999.0,Cash,yes,-62.919882,
C5232,,Other,9999999.0,32/13/2025,P0003,10,999999.0,Card,yes,11.346161,-113.775638
C3261,,Unknown,9999999.0,32/13/2025,P0072,4,901.09,Cash,True,-80.969332,-17.092425
C3359,58.0,Male,9999999.0,32/13/2025,P0081,-5,999999.0,Online Wallet,True,4.255803,43.996966
C4767,,Male,9999999.0,2025-09-06 00:00:00,P0098,-5,588.05,Cash,yes,,33.54977
C5817,69.0,Male,9999999.0,2025-09-14 00:00:00,P0057,7,719.96,Crypt0,False,-59.732609,
C2573,29.0,Unknown,92889.02,32/13/2025,P0094,3,864.09,Cash,False,,
C8313,50.0,Other,9999999.0,2025-07-07 00:00:00,P0018,-5,242.69,Cash,yes,,
C8868,50.0,Other,58208.14,32/13/2025,P0038,1,999999.0,Crypt0,True,47.856337,136.483915
C5483,56.0,Male,119139.84,2025-07-26 00:00:00,P0037,8,999999.0,Cash,True,56.447117,
C2749,44.0,Unknown,9999999.0,32/13/2025,P0068,5,914.24,Card,False,24.725609,-112.867186
C4694,,Other,9999999.0,32/13/2025,P0042,3,999999.0,Online Wallet,True,86.693784,-43.224345
C7653,,Other,9999999.0,32/13/2025,P0091,3,481.49,Online Wallet,yes,,
C9641,,Female,9999999.0,32/13/2025,P0077,-5,99.78,Card,False,17.873994,174.613476
C1348,34.0,Female,9999999.0,32/13/2025,P0046,-5,146.8,Crypt0,False,-70.896636,
C6975,41.0,Unknown,9999999.0,32/13/2025,P0089,-5,999999.0,Card,True,41.686849,65.118511
C9906,,Unknown,105947.45,2025-07-29 00:00:00,P0039,6,999999.0,Online Wallet,yes,-82.831877,75.045408
C2924,33.0,Unknown,86754.57,32/13/2025,P0076,8,774.2,Crypt0,yes,-68.924654,12.920725
C6207,33.0,Unknown,9999999.0,2025-08-30 00:00:00,P0077,-5,540.88,Online Wallet,False,-27.223912,-127.489466
C3696,,Male,106181.53,32/13/2025,P0066,-5,999999.0,Card,True,-18.913165,
C5747,56.0,Female,9999999.0,32/13/2025,P0026,-5,999999.0,Online Wallet,yes,-59.422976,
C7575,49.0,Unknown,9999999.0,32/13/2025,P0027,-5,673.28,Online Wallet,yes,,
C2708,,Unknown,9999999.0,32/13/2025,P0003,-5,999999.0,Online Wallet,False,,-54.235277
C1275,,Unknown,52655.37,32/13/2025,P0086,-5,999999.0,Crypt0,True,,
C7293,,Male,69053.35,32/13/2025,P0077,3,999999.0,Crypt0,yes,-2.228782,171.693115
C5585,27.0,Male,86978.15,2025-08-31 00:00:00,P0048,8,763.03,Cash,True,,-145.672877
C9240,,Female,60151.66,32/13/2025,P0008,3,999999.0,Cash,False,-85.903847,
C6743,,Other,9999999.0,2025-08-18 00:00:00,P0071,4,999999.0,Crypt0,yes,,
C9808,,Other,77770.08,32/13/2025,P0008,-5,944.46,Online Wallet,False,82.872932,
C8060,58.0,Unknown,25878.01,32/13/2025,P0051,10,999999.0,Card,True,,
C3860,67.0,Female,27460.58,2025-07-28 00:00:00,P0073,-5,999999.0,Crypt0,True,,-90.668433
C9270,,Male,44833.56,2025-08-21 00:00:00,P0044,9,601.65,Online Wallet,True,,106.344945
C8193,69.0,Other,9999999.0,32/13/2025,P0058,7,999999.0,Card,True,,-173.046466
C9024,,Male,9999999.0,32/13/2025,P0074,8,999999.0,Card,False,30.907527,
C3413,,Other,85010.42,2025-07-23 00:00:00,P0043,-5,383.95,Online Wallet,False,1.86078,-169.234108
C3983,22.0,Female,115913.41,32/13/2025,P0085,-5,647.88,Online Wallet,False,,-21.237343
C2754,60.0,Unknown,28775.14,2025-08-29 00:00:00,P0017,4,999999.0,Card,False,69.094961,-168.27818
C6598,56.0,Unknown,70604.27,32/13/2025,P0045,1,286.98,Cash,True,31.332303,
C7430,25.0,Female,46386.85,32/13/2025,P0001,-5,82.11,Cash,yes,52.890974,
C9087,22.0,Unknown,73742.47,2025-07-29 00:00:00,P0060,4,476.06,Crypt0,True,15.891323,
C5936,,Unknown,9999999.0,2025-07-13 00:00:00,P0096,-5,277.14,Card,True,62.079203,
C1313,,Unknown,9999999.0,2025-08-15 00:00:00,P0046,-5,999999.0,Crypt0,False,,72.333104
C9262,52.0,Female,110558.56,2025-09-10 00:00:00,P0079,2,999999.0,Crypt0,False,,
C5074,,Unknown,9999999.0,2025-07-18 00:00:00,P0040,5,999999.0,Online Wallet,True,,12.213707
C1174,,Female,9999999.0,32/13/2025,P0084,4,771.06,Online Wallet,yes,,
C7285,52.0,Female,9999999.0,2025-07-11 00:00:00,P0073,8,999999.0,Cash,True,,
C9438,,Unknown,60291.27,2025-09-26 00:00:00,P0092,-5,999999.0,Online Wallet,False,,
C4849,23.0,Female,9999999.0,32/13/2025,P0031,7,746.31,Card,True,21.024436,76.283961
C7103,,Unknown,9999999.0,32/13/2025,P0005,-5,142.08,Card,True,,-141.031118
C3187,,Unknown,9999999.0,2025-07-26 00:00:00,P0078,4,66.1,Online Wallet,True,,-178.007187
C3770,34.0,Unknown,50729.41,2025-07-10 00:00:00,P0067,2,999999.0,Crypt0,yes,,48.198099
C3606,65.0,Male,9999999.0,32/13/2025,P0051,10,245.7,Online Wallet,False,-83.781939,80.907793
C2560,23.0,Unknown,82645.62,2025-07-13 00:00:00,P0010,6,169.55,Card,True,,74.78263
C8234,,Other,9999999.0,2025-09-23 00:00:00,P0007,6,229.49,Card,False,,
C4632,55.0,Male,9999999.0,2025-07-09 00:00:00,P0085,-5,219.19,Card,yes,,110.370182
C5090,,Female,36126.79,32/13/2025,P0033,10,999999.0,Cash,yes,61.397077,
C2799,,Unknown,9999999.0,32/13/2025,P0085,-5,999999.0,Card,False,,137.889377
C6699,48.0,Female,9999999.0,32/13/2025,P0094,3,950.65,Card,True,58.577047,
C5918,47.0,Unknown,9999999.0,2025-07-04 00:00:00,P0063,-5,999999.0,Online Wallet,False,,76.001891
C3600,53.0,Unknown,9999999.0,32/13/2025,P0010,-5,999999.0,Card,yes,-19.622187,
C7778,45.0,Unknown,100775.61,2025-09-19 00:00:00,P0038,8,999999.0,Online Wallet,yes,-32.53275,
C5995,,Male,9999999.0,32/13/2025,P0002,5,494.06,Card,yes,,-102.158006
