customer_id,age,gender,income,purchase_date,product_id,quantity,spend_amount,payment_method,is_returning,lat,lon,is_q1,is_q2,is_q3,inferred
C1204,,Male,42131.79,,P0024,-5,618.335,Cash,True,,-108.274707,True,False,False,True
C1872,61.0,Female,114267.91,2025-02-07,P0056,10,937.9,Online Wallet,False,,161.930703,True,False,False,False
C3212,,Male,39578.19,,P0091,9,907.52,Card,True,-72.815221,-8.522432,True,False,False,True
C4931,29.0,Other,95305.18,2025-02-03,P0038,-5,796.72,Card,False,27.349015,4.9498,True,False,False,False
C9418,,Other,21284.26,2025-02-21,P0089,-5,971.37,Cash,True,,,True,False,False,False
C5658,38.0,Female,88366.57,,P0072,-5,290.39,Online Wallet,True,,,True,False,False,True
C3100,,Other,43448.23,,P0007,8,802.795,Cash,True,,135.938278,True,False,False,True
C1254,,Male,95607.58,2025-01-11,P0074,-5,542.7049999999999,Card,True,78.047675,,True,False,False,True
C8516,31.0,Male,78979.18,,P0021,-5,403.23,Cash,True,,105.68286,True,False,False,False
C1366,27.0,Female,43760.76,2025-02-02,P0079,1,300.4,Online Wallet,False,,-151.942283,True,False,False,False
C9624,,Other,67418.94,2025-03-31,P0071,-5,539.015,Card,True,-67.537979,8.574898,True,False,False,True
C4577,,Male,34738.65,,P0023,9,223.81,Card,False,-54.875346,-128.507629,True,False,False,False
C3462,,Other,119293.93,,P0095,-5,519.875,Online Wallet,True,,,True,False,False,True
C3492,,Male,86385.63,,P0066,-5,568.705,Crypto,True,,,True,False,False,True
C2393,37.0,Female,84313.56,2025-01-11,P0038,3,884.44,Card,True,,117.255851,True,False,False,False
C1208,,Male,94113.78,,P0072,2,821.42,Online Wallet,True,,,True,False,False,False
C1614,36.0,Male,37999.54,2025-02-21,P0076,-5,515.24,Cash,True,,,True,False,False,False
C8585,,Other,45457.3,2025-02-13,P0031,-5,766.73,Online Wallet,False,-84.408479,10.88536,True,False,False,False
C6575,,Other,114113.78,2025-01-06,P0078,-5,150.54,Crypto,False,-53.546224,,True,False,False,False
C4976,52.0,Female,70524.75,2025-01-29,P0081,4,85.03,Online Wallet,True,-71.227936,,True,False,False,False
C2702,,Other,73853.4,,P0059,6,552.384,Online Wallet,False,,,True,False,False,True
C2220,46.0,Female,21998.27,,P0091,9,123.6,Online Wallet,False,21.85603,,True,False,False,False
C3434,56.0,Other,77137.27,,P0002,2,164.5482142857143,Card,False,,-76.894558,True,False,False,True
C5679,,Male,103747.1,2025-02-15,P0095,5,269.12,Cash,True,,173.751937,True,False,False,False
C6712,,Male,29598.06,,P0047,10,993.07,Card,True,-84.878608,,True,False,False,False
C9149,,Male,56842.68,,P0063,-5,202.35,Online Wallet,True,-42.40227,,True,False,False,False
C3099,,Male,28475.02,2025-02-08,P0047,-5,41.85,Cash,False,,,True,False,False,False
C8525,62.0,Female,52433.86,,P0084,-5,756.31,Online Wallet,True,,,True,False,False,False
C8961,,Other,73649.53,2025-02-12,P0036,6,350.47,Card,False,,,True,False,False,False
C5228,,Other,76472.49,2025-03-01,P0095,3,337.1485714285714,Online Wallet,False,53.480298,,True,False,False,True
C6373,56.0,Female,108569.8,,P0078,-5,341.16,Cash,True,-59.680985,,True,False,False,False
C9866,18.0,Female,96993.62,,P0063,3,512.39,Card,True,-49.401294,,True,False,False,False
C6564,,Other,59519.12,2025-01-09,P0022,-5,481.39,Cash,True,-44.928893,,True,False,False,False
C7411,61.0,Other,103384.8,,P0009,4,444.9862857142857,Online Wallet,True,-87.806249,,True,False,False,True
C2632,38.0,Male,46058.3,,P0044,-5,804.67,Online Wallet,True,,-72.504496,True,False,False,False
C6946,,Other,88374.59,2025-01-21,P0077,-5,901.15,Crypto,False,25.299301,-68.741712,True,False,False,False
C3804,42.0,Female,97565.96,,P0059,-5,914.96,Online Wallet,True,,-98.562459,True,False,False,False
C6576,68.0,Other,87069.17,,P0093,9,31.86,Card,True,,20.388919,True,False,False,False
C1857,32.0,Other,80671.73,2025-01-13,P0092,-5,506.43500000000006,Cash,False,-17.288211,168.773665,True,False,False,True
C6071,,Other,90835.95,,P0033,7,550.79,Crypto,True,,106.495064,True,False,False,True
C2598,,Male,67432.04,2025-01-20,P0081,-5,587.31,Card,False,,-138.871815,True,False,False,True
C4460,29.0,Female,91438.26,,P0058,-5,365.51,Online Wallet,True,,103.047649,True,False,False,False
C4677,55.0,Female,69275.17,2025-01-18,P0002,-5,194.95,Online Wallet,False,-84.20172,,True,False,False,False
C8190,65.0,Male,77196.39,,P0057,9,424.2,Crypto,False,-9.243187,,True,False,False,False
C2799,35.0,Other,45663.95,2025-03-08,P0055,-5,938.98,Crypto,False,,172.212756,True,False,False,False
C3721,,Other,67352.64,,P0005,-5,562.1,Cash,False,,-176.567106,True,False,False,False
C6893,47.0,Other,52510.12,2025-03-11,P0041,-5,619.47,Crypto,True,-29.922895,-140.52219,True,False,False,False
C9009,32.0,Other,101876.92,2025-03-10,P0081,-5,111.14,Crypto,True,,,True,False,False,False
C6282,,Other,27298.11,,P0099,-5,810.14,Crypto,True,-11.732158,11.29906,True,False,False,False
C1683,,Other,29728.8,,P0075,-5,532.54,Online Wallet,False,2.549713,,True,False,False,True
C7514,,Male,86335.03,,P0099,-5,441.84,Card,True,-14.383872,,True,False,False,True
C9722,,Female,80869.48,,P0040,-5,533.28,Crypto,False,-11.065464,-142.441803,True,False,False,True
C5143,,Other,60811.78,,P0038,7,595.7,Card,False,,,True,False,False,False
C7179,64.0,Female,39578.01,,P0079,8,738.296,Crypto,True,,,True,False,False,True
C9132,47.0,Female,64452.84,,P0098,9,180.47,Card,True,,,True,False,False,False
C9660,,Female,50893.84,,P0014,10,1015.9142857142856,Online Wallet,False,-65.371135,,True,False,False,True
C6236,28.0,Female,81019.95,,P0088,6,466.69,Online Wallet,True,,,True,False,False,False
C3126,,Female,70638.91,,P0062,1,420.51,Online Wallet,True,-76.961563,160.81893,True,False,False,False
C5748,49.0,Male,107220.32,,P0064,-5,600.7900000000001,Card,True,28.808685,,True,False,False,True
C5128,,Female,116651.72,2025-03-04,P0055,1,849.35,Cash,False,-49.162046,,True,False,False,False
C2691,,Male,101162.34,2025-03-11,P0068,-5,504.26,Crypto,True,66.73573,,True,False,False,True
C3410,,Other,62206.64,,P0068,-5,504.26,Online Wallet,True,,-78.85589,True,False,False,True
C4122,57.0,Male,23083.57,2025-03-08,P0027,-5,455.505,Crypto,True,,,True,False,False,True
C8336,68.0,Male,85349.39,2025-01-24,P0013,8,777.7439999999999,Online Wallet,False,,,True,False,False,True
C3080,,Female,50701.29,2025-03-26,P0095,6,674.2971428571428,Cash,True,34.368323,,True,False,False,True
C1487,,Other,78822.9,2025-02-08,P0047,6,549.1542857142856,Crypto,False,,,True,False,False,True
C5647,,Female,23109.05,2025-01-05,P0034,-5,438.48,Online Wallet,True,,-119.042659,True,False,False,True
C1204,69.0,Male,71049.76,,P0016,1,53.991875,Online Wallet,True,,-37.664075,True,False,False,True
C8879,27.0,Female,63441.42,2025-01-28,P0076,5,529.4357142857143,Crypto,True,-89.747405,-123.73043,True,False,False,True
C4542,,Male,89042.48,2025-02-07,P0051,4,673.09,Online Wallet,True,7.052571,50.022906,True,False,False,False
C2745,,Other,58788.03,2025-01-20,P0084,-5,481.36,Crypto,True,82.440298,-48.096697,True,False,False,True
C7750,26.0,Male,81262.26,,P0017,-5,503.8,Cash,True,-14.965085,,True,False,False,True
C7068,,Male,60426.49,,P0039,-5,695.16,Cash,True,,,True,False,False,False
C9415,18.0,Female,70639.14,,P0029,3,800.88,Crypto,True,-9.038365,,True,False,False,False
C6706,,Other,62403.92,2025-01-03,P0011,-5,484.94,Crypto,True,24.294593,,True,False,False,True
C5423,25.0,Female,108437.56,,P0097,-5,565.69,Online Wallet,False,,9.687603,True,False,False,True
C8941,24.0,Other,97255.46,,P0046,2,963.3,Cash,True,35.59966,,True,False,False,False
C1630,66.0,Other,26981.15,2025-03-31,P0080,-5,425.15,Cash,False,56.043537,,True,False,False,True
C5577,50.0,Other,34587.44,,P0083,-5,643.3799999999999,Crypto,False,82.059261,33.004013,True,False,False,True
C9719,62.0,Other,39473.73,,P0042,1,664.37,Crypto,True,-57.307657,22.07857,True,False,False,False
C7611,,Male,116597.57,2025-01-30,P0075,4,808.62,Cash,False,53.698398,-8.301633,True,False,False,False
C9738,,Female,44234.67,,P0013,-5,487.3399999999999,Cash,True,30.796496,,True,False,False,True
C2845,69.0,Female,85705.1,2025-01-18,P0046,8,598.5731428571428,Crypto,True,-4.284944,,True,False,False,True
C6543,,Other,61698.83,,P0016,1,53.991875,Online Wallet,True,,,True,False,False,True
C8545,48.0,Other,72432.37,2025-02-28,P0026,5,280.4,Cash,True,54.63224,-177.605303,True,False,False,False
C9465,46.0,Female,98298.22,,P0100,2,735.52,Crypto,True,,-8.853491,True,False,False,False
C3574,,Male,37865.29,2025-01-21,P0093,-5,477.95,Crypto,False,,,True,False,False,False
C7184,,Other,78736.74,2025-01-08,P0014,-5,498.02,Cash,False,,-95.446897,True,False,False,True
C1027,,Other,51904.37,2025-01-16,P0011,-5,537.17,Card,True,,42.837946,True,False,False,False
C2812,51.0,Other,47327.82,,P0030,4,175.35,Online Wallet,True,,,True,False,False,False
C3855,,Male,56784.74,2025-02-03,P0015,10,721.87,Card,True,,,True,False,False,False
C5323,,Female,26389.44,,P0032,10,898.5104166666667,Card,False,-0.547358,,True,False,False,True
C7857,,Male,21808.09,2025-02-11,P0030,-5,604.93,Crypto,True,,,True,False,False,True
C3902,,Male,38699.31,2025-03-03,P0052,-5,109.89,Crypto,True,,,True,False,False,False
C2991,26.0,Other,84238.44,,P0076,8,484.84,Online Wallet,False,4.611126,,True,False,False,False
C6560,,Female,107819.78,,P0063,2,831.27,Online Wallet,False,89.842088,,True,False,False,False
C9903,,Male,118926.88,,P0045,-5,334.915,Crypto,False,-79.138289,-33.93218,True,False,False,True
C5543,,Other,73975.7,2025-03-03,P0090,4,397.09,Crypto,False,47.245906,144.087302,True,False,False,True
C7698,18.0,Other,46375.77,,P0014,1,670.14,Cash,False,53.708398,,True,False,False,False
C7201,28.0,Other,76111.93,,P0030,-5,591.39,Crypto,True,,123.137859,True,False,False,False
C5594,67.0,Male,76707.07,2025-01-29,P0033,9,198.18,Cash,True,,37.118178,True,False,False,False
C7366,64.0,Other,71021.32,2025-03-28,P0096,-5,470.93000000000006,Card,True,,,True,False,False,True
C8908,18.0,Other,77510.33,2025-01-30,P0060,9,1019.205,Cash,False,-24.596561,,True,False,False,True
C4333,,Other,40562.63,,P0026,-5,459.77,Online Wallet,True,,126.203488,True,False,False,True
C5051,38.0,Other,76435.49,,P0057,-5,417.63,Card,True,-48.761426,136.014345,True,False,False,False
C1820,,Male,59775.01,2025-01-27,P0089,-5,610.01,Cash,True,59.841827,,True,False,False,False
C5926,,Other,76689.59,,P0042,2,155.44,Online Wallet,True,11.49444,66.805661,True,False,False,False
C7339,,Female,76060.99,2025-02-20,P0061,3,255.543,Online Wallet,True,,,True,False,False,True
C2487,46.0,Male,114525.73,2025-01-25,P0038,4,285.14750000000004,Card,True,,121.521719,True,False,False,True
C1423,,Male,51333.31,,P0075,-5,532.54,Crypto,True,,,True,False,False,True
C6076,26.0,Other,117303.89,,P0015,-5,494.22,Online Wallet,True,,4.095382,True,False,False,True
C2099,32.0,Female,110361.61,2025-02-11,P0042,-5,474.3349999999999,Crypto,True,-1.265294,-175.048252,True,False,False,True
C8857,,Male,25945.07,2025-02-21,P0004,5,494.34,Crypto,True,,-34.542577,True,False,False,False
C6416,,Other,112620.68,2025-02-16,P0024,1,112.84,Cash,True,,,True,False,False,True
C6468,21.0,Female,95069.51,2025-01-17,P0065,10,937.86,Crypto,False,-66.084886,,True,False,False,False
C1400,,Male,76411.44,,P0052,2,807.89,Crypto,True,35.613544,96.678367,True,False,False,False
C5840,60.0,Male,21491.1,2025-01-29,P0061,6,348.17,Cash,True,,-142.231544,True,False,False,False
C4125,59.0,Other,73549.64,2025-02-02,P0089,9,1065.24,Crypto,True,-81.512384,90.130218,True,False,False,True
C6732,51.0,Female,55041.86,,P0089,-5,660.96,Crypto,True,-61.186771,,True,False,False,True
C5979,,Other,100259.88,,P0009,6,667.4794285714286,Cash,True,,171.658627,True,False,False,True
C8361,25.0,Other,47829.84,,P0087,-5,126.15,Online Wallet,True,,100.935136,True,False,False,False
C1705,37.0,Female,54942.33,2025-02-17,P0056,9,391.82,Cash,False,-40.511176,,True,False,False,False
C3314,,Other,102252.86,,P0044,3,263.90700000000004,Card,True,-52.395979,,True,False,False,True
C4479,48.0,Other,89440.2,2025-02-03,P0080,-5,324.3,Online Wallet,True,,,True,False,False,False
C4634,59.0,Female,112831.95,,P0068,-5,504.26,Crypto,True,-66.044772,,True,False,False,False
C1845,,Other,46687.28,,P0005,3,304.6566666666667,Crypto,True,3.167575,,True,False,False,True
C8648,18.0,Other,62321.24,,P0043,6,661.7266666666667,Online Wallet,True,75.069911,,True,False,False,True
C9637,49.0,Male,115041.73,2025-02-12,P0027,4,385.91542857142855,Crypto,True,,,True,False,False,True
C8404,69.0,Male,97312.06,,P0062,-5,453.4700000000001,Card,True,-42.940905,35.339117,True,False,False,True
C6954,58.0,Other,66879.41,2025-02-11,P0091,-5,434.7999999999999,Cash,True,63.168973,,True,False,False,True
C8472,70.0,Other,41760.49,,P0047,6,855.84,Online Wallet,True,,-76.890767,True,False,False,False
C8581,,Male,31416.53,,P0035,-5,548.465,Online Wallet,True,,-171.167203,True,False,False,True
C8858,,Other,74284.33,2025-01-26,P0019,8,718.8571428571429,Cash,True,-83.832729,37.880603,True,False,False,True
C1745,,Other,93370.58,2025-02-26,P0087,-5,997.46,Cash,True,,,True,False,False,False
C6432,55.0,Other,32349.45,,P0014,7,711.14,Online Wallet,True,43.251104,-174.080543,True,False,False,True
C5372,20.0,Male,39318.16,,P0066,2,353.8,Card,False,,,True,False,False,False
C2662,57.0,Female,30238.38,2025-03-16,P0067,-5,819.41,Cash,False,-11.249519,,True,False,False,False
C7783,,Other,117890.99,2025-01-25,P0024,4,358.62,Online Wallet,True,,-4.652095,True,False,False,False
C2596,,Male,47771.03,,P0031,-5,234.57,Crypto,True,-89.538762,,True,False,False,False
C6947,63.0,Female,102960.75,,P0028,1,117.40166666666669,Online Wallet,True,-52.848389,107.448318,True,False,False,True
C7139,,Other,24643.83,,P0098,6,427.28,Crypto,True,,,True,False,False,False
C3823,,Female,54965.19,2025-03-21,P0035,5,962.91,Cash,False,,,True,False,False,False
C2211,,Other,111725.19,,P0037,4,409.10857142857145,Crypto,False,,-138.401812,True,False,False,True
C8016,57.0,Other,90155.22,2025-02-24,P0013,10,942.6,Online Wallet,False,22.297225,-61.020654,True,False,False,False
C9778,,Male,84340.14,,P0067,-5,741.74,Crypto,False,-21.025296,151.721045,True,False,False,False
C8692,,Other,108204.69,,P0097,-5,803.63,Crypto,False,,,True,False,False,False
C6173,67.0,Female,72490.45,2025-02-09,P0031,-5,420.525,Cash,True,-57.612684,,True,False,False,True
C7285,44.0,Female,44492.67,2025-01-01,P0054,10,1117.275,Crypto,True,,,True,False,False,True
C9835,36.0,Female,50827.8,,P0020,-5,354.24,Crypto,True,,,True,False,False,True
C3661,,Female,88627.23,,P0002,-5,863.2,Crypto,True,,,True,False,False,False
C4471,44.0,Female,54723.7,2025-03-15,P0020,-5,354.24,Crypto,True,-78.266059,-97.76668,True,False,False,True
C9488,67.0,Other,24287.66,,P0093,9,686.655,Crypto,True,,,True,False,False,True
C9967,43.0,Female,48191.23,2025-02-05,P0053,-5,459.12499999999994,Online Wallet,True,68.179551,109.97684,True,False,False,True
C6859,,Female,113153.98,,P0089,8,201.23,Cash,True,15.313041,,True,False,False,False
C1879,34.0,Female,105049.89,2025-02-02,P0034,-5,535.97,Card,False,,,True,False,False,False
C6777,63.0,Female,48593.53,2025-02-12,P0038,10,712.8687500000001,Crypto,True,,,True,False,False,True
C8298,21.0,Female,60864.1,,P0039,8,197.71,Crypto,True,,,True,False,False,False
C5773,,Female,97675.07,,P0033,5,393.4214285714285,Online Wallet,True,5.703394,,True,False,False,True
C3516,46.0,Male,106953.69,2025-02-27,P0080,8,264.49,Crypto,True,,,True,False,False,False
C6848,,Other,118522.03,2025-03-03,P0019,2,179.71428571428572,Cash,True,80.043943,,True,False,False,True
C6866,67.0,Male,115752.72,,P0072,-5,290.39,Crypto,False,,,True,False,False,True
C1097,,Other,117109.93,2025-01-05,P0013,3,191.38,Card,True,,,True,False,False,False
C6172,45.0,Female,32202.6,2025-03-20,P0069,-5,214.3,Card,False,-62.8166,7.652199,True,False,False,False
C3512,,Male,112084.89,,P0084,-5,481.36,Card,True,23.654782,,True,False,False,True
C1602,61.0,Other,42435.63,2025-02-27,P0097,-5,283.78,Card,False,-36.03113,179.309443,True,False,False,False
C6699,,Other,70082.06,,P0059,-5,503.16,Online Wallet,True,,,True,False,False,True
C5962,18.0,Female,37575.3,,P0056,9,215.91,Card,True,,,True,False,False,False
C6893,30.0,Male,114458.73,2025-01-24,P0002,-5,596.29,Online Wallet,True,,,True,False,False,False
C5904,50.0,Female,75750.69,2025-01-31,P0031,-5,420.525,Cash,False,,,True,False,False,True
C9802,36.0,Other,37427.87,,P0021,3,238.374,Online Wallet,True,4.72418,,True,False,False,True
C5060,,Other,94588.88,2025-01-23,P0012,-5,768.45,Card,True,-2.13443,,True,False,False,False
C1089,,Other,54654.33,2025-01-23,P0005,5,258.86,Cash,True,,179.99736,True,False,False,False
C8818,,Other,115666.4,,P0045,-5,147.61,Cash,True,59.655681,,True,False,False,False
C6563,,Other,117998.26,2025-02-18,P0022,8,526.31,Crypto,True,46.348064,135.456628,True,False,False,False
C1570,51.0,Male,69880.74,2025-01-18,P0076,7,741.21,Online Wallet,True,,6.882874,True,False,False,True
C2109,40.0,Female,86413.04,2025-03-18,P0079,9,830.5830000000001,Online Wallet,True,-43.108186,74.485635,True,False,False,True
C5846,,Other,57348.4,2025-02-26,P0058,-5,810.81,Crypto,False,-69.702296,,True,False,False,False
C4050,,Female,73203.69,2025-02-09,P0005,1,433.41,Crypto,False,,,True,False,False,False
C5919,,Other,99695.13,2025-03-17,P0070,-5,232.66,Online Wallet,True,-63.980954,,True,False,False,False
C6091,39.0,Male,104157.0,,P0076,1,105.88714285714286,Crypto,True,-29.704612,,True,False,False,True
C2349,,Male,69109.6,,P0040,-5,533.28,Crypto,True,,,True,False,False,True
C5880,23.0,Female,68204.61,,P0047,-5,12.79,Online Wallet,True,-23.589721,178.727926,True,False,False,False
C4801,32.0,Other,43611.7,2025-01-03,P0078,-5,464.795,Cash,True,,-43.692821,True,False,False,True
C6076,43.0,Female,55170.51,,P0005,-5,20.66,Card,False,,-51.406597,True,False,False,False
C9608,,Other,50717.73,,P0094,-5,501.635,Card,True,21.976137,,True,False,False,True
C9264,55.0,Other,29243.07,2025-01-12,P0086,8,1355.3062857142857,Crypto,True,,,True,False,False,True
C1577,54.0,Other,26861.54,,P0031,-5,420.525,Card,True,,,True,False,False,True
C1093,37.0,Other,49367.4,2025-03-12,P0060,1,113.245,Crypto,True,32.509541,,True,False,False,True
C1772,,Other,100027.61,,P0078,9,612.225,Cash,False,,-100.198716,True,False,False,True
C9812,27.0,Other,38248.65,2025-02-12,P0035,7,707.8,Card,False,,-77.789003,True,False,False,False
C9008,52.0,Other,58704.01,2025-02-27,P0049,-5,436.95,Online Wallet,True,,155.878019,True,False,False,False
C9826,,Other,48567.73,,P0055,-5,526.265,Card,True,-75.430909,,True,False,False,True
C7941,49.0,Female,39326.73,,P0038,8,568.59,Cash,False,-40.337914,88.499127,True,False,False,False
C5007,,Female,84103.8,,P0078,-5,419.98,Card,True,,,True,False,False,False
C3594,,Other,48393.34,2025-03-27,P0093,-5,657.65,Card,True,,,True,False,False,True
C3291,,Other,96402.2,2025-02-26,P0097,-5,565.69,Cash,False,7.640255,,True,False,False,True
C4046,34.0,Other,113800.83,2025-02-18,P0032,-5,21.95,Online Wallet,False,,,True,False,False,False
C4109,55.0,Other,26076.4,,P0070,6,375.234,Cash,False,,,True,False,False,True
C9016,53.0,Other,57943.56,2025-01-06,P0091,9,293.75,Crypto,True,0.27995,,True,False,False,False
C6844,68.0,Male,63164.56,,P0043,-5,535.06,Cash,False,39.224603,,True,False,False,True
C9216,,Other,32995.72,,P0032,-5,441.92,Crypto,True,-0.915262,,True,False,False,True
C5985,37.0,Male,49658.6,,P0018,-5,740.13,Card,True,,,True,False,False,False
C8837,52.0,Male,56206.63,,P0008,2,250.34,Crypto,False,,-72.507316,True,False,False,True
C5682,20.0,Other,92690.11,,P0085,8,776.2,Cash,True,,,True,False,False,True
C1286,37.0,Male,30908.79,,P0015,7,402.24,Cash,True,-60.483362,,True,False,False,False
C7389,,Other,62431.96,2025-02-23,P0011,-5,898.82,Cash,True,34.085105,,True,False,False,False
C6501,58.0,Other,111941.63,2025-02-16,P0094,1,105.277,Card,True,,,True,False,False,True
C8491,,Other,63216.82,,P0009,-5,430.64,Online Wallet,False,-78.516713,147.044175,True,False,False,True
C7330,,Female,73893.12,,P0054,9,703.43,Card,True,64.280286,,True,False,False,False
C3834,49.0,Other,95585.56,2025-02-21,P0069,-5,270.7,Card,True,,-14.692306,True,False,False,False
C7034,39.0,Female,105599.1,2025-03-01,P0059,4,368.256,Cash,True,-38.189036,,True,False,False,True
C7265,40.0,Other,101725.41,,P0075,4,96.48,Online Wallet,True,,,True,False,False,False
C8396,24.0,Female,45174.72,2025-01-28,P0055,10,849.3666666666667,Online Wallet,True,-19.016407,,True,False,False,True
C6106,,Other,52640.35,2025-01-03,P0007,-5,457.62,Crypto,True,55.611886,,True,False,False,True
C1914,,Other,78392.39,2025-02-17,P0090,-5,413.11,Online Wallet,False,,-13.843128,True,False,False,True
C6629,43.0,Male,56088.83,2025-01-23,P0084,5,113.87,Online Wallet,True,-72.392758,135.955238,True,False,False,False
C3988,,Female,116067.16,2025-03-24,P0030,5,541.11875,Cash,True,-17.857894,,True,False,False,True
C2595,18.0,Male,69940.69,,P0032,2,179.70208333333335,Crypto,False,,-130.858772,True,False,False,True
C5493,63.0,Other,47440.63,,P0055,-5,835.04,Card,False,-4.327634,-132.438632,True,False,False,False
C8275,26.0,Female,36269.98,2025-01-30,P0011,-5,235.72,Cash,True,52.574563,122.18208,True,False,False,False
C4149,65.0,Other,46321.1,2025-02-22,P0042,5,249.4,Online Wallet,False,-13.950758,-14.190256,True,False,False,False
C3534,49.0,Other,24388.28,,P0025,5,115.99,Online Wallet,True,24.560325,73.845836,True,False,False,False
C5535,,Other,30028.36,,P0096,-5,703.82,Crypto,False,,,True,False,False,False
C6434,,Female,116464.31,2025-01-10,P0095,9,73.48,Card,True,,,True,False,False,False
C8151,,Other,61580.32,2025-03-01,P0092,-5,517.41,Card,True,,159.901587,True,False,False,False
C2139,,Other,86154.28,,P0084,4,782.46,Cash,True,,,True,False,False,False
C2889,,Other,23876.21,,P0057,-5,442.21,Cash,False,-19.754356,,True,False,False,True
C3501,,Male,117471.42,,P0078,-5,464.795,Cash,False,,126.883235,True,False,False,True
C2744,,Female,110124.65,,P0007,3,301.04812499999997,Card,True,50.708276,,True,False,False,True
C2334,,Other,99602.04,2025-01-26,P0044,5,439.845,Online Wallet,True,,119.58272,True,False,False,True
C4404,53.0,Female,39241.75,2025-02-17,P0085,7,679.1750000000001,Card,False,,,True,False,False,True
C4775,68.0,Male,58841.83,2025-02-05,P0084,5,492.475,Crypto,True,-52.77766,-46.888668,True,False,False,True
C7023,58.0,Other,102059.67,,P0019,10,917.98,Cash,False,,,True,False,False,False
