customer_id,age,gender,income,purchase_date,product_id,quantity,spend_amount,payment_method,is_returning,lat,lon,is_q1,is_q2,is_q3,inferred,upsampled
C6576,45.0,Other,69956.22,2025-06-18,P0041,-5,32.352367072028144,Card,True,0.11357,10.863308,False,True,False,False,True
C2015,20.0,Male,64831.83,2025-09-03,P0010,-5,432.7163647027062,Crypto,True,14.854044,-111.550019,False,False,True,False,True
C9508,45.0,Male,69956.22,,P0024,6,99.10011493615717,Card,True,0.11357,10.863308,False,True,False,False,True
C7088,45.0,Female,69956.22,,P0033,-5,321.0914789145981,Crypto,False,0.11357,10.863308,False,False,True,False,True
C5398,45.0,Female,69956.22,2025-09-15,P0061,9,863.3103894549845,Crypto,True,0.11357,10.863308,False,False,True,False,True
C7981,45.0,Male,69956.22,,P0095,5,780.8959113776181,Crypto,False,0.11357,10.863308,False,False,True,False,True
C7648,45.0,Other,69956.22,,P0028,3,352.20500000000004,Card,True,0.11357,10.863308,False,False,True,True,False
C2238,45.0,Female,69956.22,,P0062,-5,453.4700000000001,Cash,True,0.11357,10.863308,True,False,False,True,False
C1327,21.0,Other,86727.37,,P0097,-5,837.6996183464769,Crypto,False,8.138186,28.086856,False,True,False,False,True
C8648,45.0,Female,69956.22,,P0078,3,204.075,Online Wallet,False,0.11357,10.863308,False,False,True,True,False
C4639,45.0,Male,69956.22,,P0068,-5,743.9349628936326,Online Wallet,False,0.11357,10.863308,False,True,False,False,True
C8525,45.0,Female,69956.22,,P0084,-5,781.0513730511001,Online Wallet,True,0.11357,10.863308,True,False,False,False,True
C6576,45.0,Other,69956.22,2025-06-18,P0041,-5,32.86666144957016,Card,True,0.11357,10.863308,False,True,False,False,True
C4601,45.0,Other,69956.22,2025-06-25,P0064,-5,751.0305806905129,Online Wallet,True,0.11357,10.863308,False,True,False,False,True
C7750,45.0,Female,69956.22,2025-01-01,P0081,3,29.450549842160356,Crypto,True,0.11357,10.863308,True,False,False,False,True
C6531,45.0,Other,69956.22,,P0039,1,95.18964285714289,Card,True,0.11357,10.863308,False,False,True,True,False
C7833,45.0,Female,69956.22,,P0019,5,828.4636662209284,Online Wallet,False,0.11357,10.863308,True,False,False,False,True
C9152,45.0,Male,69956.22,,P0089,8,145.8409128917251,Cash,False,0.11357,10.863308,False,True,False,False,True
C4516,45.0,Other,69956.22,,P0008,2,183.81,Crypto,True,0.11357,10.863308,True,False,False,False,False
C4593,45.0,Female,69956.22,2025-08-31,P0009,6,912.93,Card,True,0.11357,10.863308,False,False,True,False,False
C2676,45.0,Female,69956.22,,P0095,-5,519.875,Online Wallet,False,0.11357,10.863308,True,False,False,True,False
C6368,45.0,Other,69956.22,2025-03-18,P0051,-5,941.6807957967301,Card,True,0.11357,10.863308,True,False,False,False,True
C6075,45.0,Other,69956.22,2025-02-07,P0100,4,239.77714285714288,Card,True,0.11357,10.863308,True,False,False,True,False
C9802,45.0,Other,69956.22,,P0021,3,238.374,Online Wallet,True,0.11357,10.863308,True,False,False,True,False
C8585,45.0,Other,69956.22,2025-02-13,P0031,-5,777.1311178399075,Online Wallet,False,0.11357,10.863308,True,False,False,False,True
C8062,45.0,Male,69956.22,2025-04-29,P0080,-5,425.15,Card,False,0.11357,10.863308,False,True,False,True,False
C8321,45.0,Female,69956.22,2025-02-14,P0055,-5,1006.8531227462445,Online Wallet,True,0.11357,10.863308,True,False,False,False,True
C7364,45.0,Male,69956.22,2025-09-14,P0051,-5,601.21,Card,True,0.11357,10.863308,False,False,True,False,False
C9934,45.0,Other,69956.22,,P0006,-5,608.4397536047193,Cash,True,0.11357,10.863308,False,False,True,False,True
C2327,45.0,Other,69956.22,2025-01-19,P0061,2,170.362,Cash,True,0.11357,10.863308,True,False,False,True,False
C1030,45.0,Other,69956.22,2025-05-29,P0058,4,319.57,Online Wallet,False,0.11357,10.863308,False,True,False,False,False
C8150,45.0,Other,69956.22,,P0074,-5,102.14,Online Wallet,True,0.11357,10.863308,False,False,True,False,False
C1796,45.0,Other,69956.22,,P0002,-5,425.73,Cash,True,0.11357,10.863308,True,False,False,False,False
C9233,57.0,Male,112116.08,2025-07-06,P0088,-5,589.92,Cash,True,-42.031088,-127.947393,False,False,True,False,False
C3964,38.0,Other,99085.91,2025-03-19,P0089,7,805.088745574319,Card,True,-41.247741,-95.710068,True,False,False,False,True
C4621,45.0,Male,69956.22,2025-03-05,P0020,-5,354.24,Crypto,True,0.11357,10.863308,True,False,False,True,False
C1190,45.0,Other,69956.22,,P0026,3,275.70899999999995,Online Wallet,False,0.11357,10.863308,True,False,False,True,False
C8290,45.0,Male,69956.22,,P0054,-5,243.3454803320239,Crypto,True,0.11357,10.863308,False,True,False,False,True
C8885,44.0,Female,36929.55,,P0029,-5,793.6482065490698,Online Wallet,True,8.350641,85.647623,False,True,False,False,True
C3574,45.0,Male,69956.22,2025-01-21,P0093,-5,477.95,Crypto,False,0.11357,10.863308,True,False,False,False,False
C7352,45.0,Other,69956.22,,P0029,-5,155.95933508496233,Crypto,False,0.11357,10.863308,False,False,True,False,True
C1724,45.0,Other,69956.22,2025-03-21,P0011,4,261.44,Crypto,True,0.11357,10.863308,True,False,False,True,False
C8809,45.0,Male,69956.22,,P0001,1,23.68056472053297,Cash,True,0.11357,10.863308,False,False,True,False,True
C5020,45.0,Male,69956.22,2025-08-30,P0029,5,642.8652737588668,Card,False,0.11357,10.863308,False,False,True,False,True
C3519,45.0,Female,69956.22,,P0033,1,788.7544310973844,Card,False,0.11357,10.863308,False,True,False,False,True
C2094,45.0,Other,69956.22,,P0020,5,716.4142907428267,Online Wallet,True,0.11357,10.863308,False,False,True,False,True
C4891,45.0,Other,69956.22,,P0085,-5,451.14,Card,True,0.11357,10.863308,True,False,False,True,False
C1565,45.0,Other,69956.22,2025-06-09,P0084,-5,269.7569461204238,Cash,True,0.11357,10.863308,False,True,False,False,True
C9002,45.0,Female,69956.22,2025-07-14,P0055,5,298.8697990445326,Crypto,True,0.11357,10.863308,False,False,True,False,True
C4444,45.0,Other,69956.22,2025-08-23,P0041,7,695.1155555555556,Crypto,True,0.11357,10.863308,False,False,True,True,False
C5907,45.0,Male,69956.22,,P0057,-5,222.09218017032157,Crypto,True,0.11357,10.863308,True,False,False,False,True
C8596,45.0,Male,69956.22,2025-01-08,P0088,-5,684.6935452199947,Cash,True,0.11357,10.863308,True,False,False,False,True
C3100,45.0,Other,69956.22,,P0007,8,802.795,Cash,True,0.11357,10.863308,True,False,False,True,False
C3986,45.0,Female,69956.22,,P0075,-5,795.3601636433707,Card,False,0.11357,10.863308,False,True,False,False,True
C6204,45.0,Other,69956.22,,P0053,-5,633.3763166629708,Card,True,0.11357,10.863308,False,True,False,False,True
C5162,45.0,Other,69956.22,,P0004,5,440.74999999999994,Crypto,False,0.11357,10.863308,False,True,False,True,False
C4248,45.0,Other,69956.22,2025-09-14,P0047,1,237.88834934139857,Online Wallet,False,0.11357,10.863308,False,False,True,False,True
C3199,45.0,Other,69956.22,,P0099,7,28.86,Cash,True,0.11357,10.863308,True,False,False,False,False
C8453,45.0,Other,69956.22,,P0088,10,1003.3339285714284,Crypto,True,0.11357,10.863308,True,False,False,True,False
C4749,45.0,Other,69956.22,,P0015,2,668.6534753180877,Crypto,True,0.11357,10.863308,False,True,False,False,True
C2635,45.0,Male,69956.22,2025-06-27,P0025,7,283.61,Online Wallet,True,0.11357,10.863308,False,True,False,False,False
C6065,45.0,Other,69956.22,,P0013,-5,487.3399999999999,Card,False,0.11357,10.863308,False,False,True,True,False
C5653,45.0,Other,69956.22,2025-02-04,P0048,-5,567.1950000000002,Online Wallet,True,0.11357,10.863308,True,False,False,True,False
C3380,45.0,Female,69956.22,2025-06-27,P0074,7,923.5566666666666,Card,True,0.11357,10.863308,False,True,False,True,False
C3907,45.0,Other,69956.22,2025-04-02,P0089,9,1065.24,Online Wallet,True,0.11357,10.863308,False,True,False,True,False
C2753,45.0,Other,69956.22,2025-05-08,P0005,-5,981.5090285731804,Crypto,False,0.11357,10.863308,False,True,False,False,True
C5065,45.0,Female,69956.22,,P0035,-5,762.4853227191924,Cash,False,0.11357,10.863308,False,False,True,False,True
C8503,45.0,Female,69956.22,2025-08-06,P0090,-5,33.0665938353872,Online Wallet,False,0.11357,10.863308,False,False,True,False,True
C3033,45.0,Other,69956.22,,P0022,-5,696.6098190295562,Online Wallet,True,0.11357,10.863308,True,False,False,False,True
C5868,45.0,Other,69956.22,2025-07-22,P0056,4,200.65,Crypto,True,0.11357,10.863308,False,False,True,False,False
C4640,45.0,Female,69956.22,,P0049,7,448.91777777777776,Cash,False,0.11357,10.863308,True,False,False,True,False
C9719,45.0,Male,69956.22,2025-03-21,P0024,5,100.39631009111035,Cash,True,0.11357,10.863308,True,False,False,False,True
C7600,45.0,Other,69956.22,2025-04-17,P0098,10,978.21,Card,True,0.11357,10.863308,False,True,False,True,False
C4524,45.0,Other,69956.22,2025-01-07,P0083,9,932.423625,Crypto,True,0.11357,10.863308,True,False,False,True,False
C7595,53.0,Female,32938.84,,P0016,-5,466.79,Cash,True,-62.735304,106.924128,False,False,True,True,False
C9644,45.0,Male,69956.22,2025-09-25,P0050,3,314.5425,Crypto,False,0.11357,10.863308,False,False,True,True,False
C2107,45.0,Other,69956.22,2025-06-25,P0082,-5,462.36,Crypto,True,0.11357,10.863308,False,True,False,False,False
C9938,45.0,Other,69956.22,,P0097,-5,565.69,Crypto,True,0.11357,10.863308,False,False,True,True,False
C2588,19.0,Other,92253.05,,P0081,-5,235.01960242966237,Crypto,True,79.17994,68.919612,False,False,True,False,True
C1419,45.0,Female,69956.22,2025-04-20,P0058,-5,487.67,Cash,True,0.11357,10.863308,False,True,False,True,False
C5514,45.0,Other,69956.22,2025-09-01,P0056,-5,577.2053253281125,Crypto,True,0.11357,10.863308,False,False,True,False,True
C9923,45.0,Other,69956.22,,P0032,9,808.6593750000001,Card,True,0.11357,10.863308,False,False,True,True,False
C2773,45.0,Other,69956.22,2025-05-03,P0052,-5,703.66,Crypto,True,0.11357,10.863308,False,True,False,False,False
C9939,45.0,Male,69956.22,2025-07-08,P0089,5,596.0,Card,True,0.11357,10.863308,False,False,True,False,False
C2727,45.0,Female,69956.22,,P0076,3,974.6746376707308,Online Wallet,False,0.11357,10.863308,False,False,True,False,True
C4737,45.0,Other,69956.22,2025-05-19,P0028,-5,878.890712904323,Online Wallet,True,0.11357,10.863308,False,True,False,False,True
C2046,45.0,Female,69956.22,2025-03-22,P0002,-5,56.8272544150361,Card,True,0.11357,10.863308,True,False,False,False,True
C6001,45.0,Female,69956.22,,P0030,6,649.3425,Cash,False,0.11357,10.863308,True,False,False,True,False
C6345,45.0,Male,69956.22,2025-03-23,P0031,-5,883.47,Crypto,True,0.11357,10.863308,True,False,False,False,False
C3480,45.0,Female,69956.22,,P0098,-5,337.98,Cash,True,0.11357,10.863308,True,False,False,True,False
C2094,45.0,Other,69956.22,,P0020,5,688.21,Online Wallet,True,0.11357,10.863308,False,False,True,False,False
C8077,45.0,Other,69956.22,2025-06-01,P0095,5,561.9142857142857,Card,True,0.11357,10.863308,False,True,False,True,False
C7754,45.0,Female,69956.22,,P0011,9,588.24,Cash,True,0.11357,10.863308,False,False,True,True,False
C3251,45.0,Male,69956.22,,P0099,9,836.0542037631844,Crypto,True,0.11357,10.863308,False,False,True,False,True
C3217,45.0,Other,69956.22,,P0083,-5,701.32,Card,True,0.11357,10.863308,True,False,False,False,False
C5704,45.0,Female,69956.22,,P0013,-5,921.4274794942665,Online Wallet,True,0.11357,10.863308,True,False,False,False,True
C5155,45.0,Female,69956.22,2025-05-03,P0022,5,887.66,Cash,True,0.11357,10.863308,False,True,False,False,False
C5333,45.0,Other,69956.22,2025-03-18,P0062,2,302.5117320018467,Online Wallet,True,0.11357,10.863308,True,False,False,False,True
C3168,45.0,Other,69956.22,,P0088,-5,207.52638469042535,Online Wallet,True,0.11357,10.863308,False,True,False,False,True
C3676,45.0,Other,69956.22,2025-02-17,P0002,2,164.5482142857143,Crypto,True,0.11357,10.863308,True,False,False,True,False
C5693,45.0,Other,69956.22,,P0065,6,27.879980285566273,Online Wallet,True,0.11357,10.863308,True,False,False,False,True
C3363,45.0,Other,69956.22,,P0047,-5,420.93,Cash,False,0.11357,10.863308,True,False,False,False,False
C6684,45.0,Other,69956.22,,P0063,10,861.0875,Online Wallet,True,0.11357,10.863308,False,False,True,True,False
C5009,45.0,Male,69956.22,2025-08-14,P0050,6,959.6087558713618,Crypto,True,0.11357,10.863308,False,False,True,False,True
C8729,45.0,Other,69956.22,,P0013,-5,235.44,Crypto,True,0.11357,10.863308,False,False,True,False,False
C7541,45.0,Female,69956.22,2025-01-21,P0034,-5,209.62101743079313,Cash,True,0.11357,10.863308,True,False,False,False,True
C9219,45.0,Other,69956.22,2025-04-12,P0091,-5,1023.5488625593053,Online Wallet,False,0.11357,10.863308,False,True,False,False,True
C9810,45.0,Male,69956.22,2025-03-18,P0074,3,590.0238940860454,Crypto,False,0.11357,10.863308,True,False,False,False,True
C9572,45.0,Female,69956.22,2025-08-22,P0087,7,659.74125,Card,False,0.11357,10.863308,False,False,True,True,False
C7667,45.0,Male,69956.22,,P0034,-5,174.44079819621328,Card,True,0.11357,10.863308,False,True,False,False,True
C1698,55.0,Male,100039.24,2025-06-08,P0017,-5,905.97,Cash,False,-51.342567,-133.568584,False,True,False,False,False
C9179,45.0,Male,69956.22,2025-01-12,P0086,1,169.4132857142857,Crypto,True,0.11357,10.863308,True,False,False,True,False
C8759,45.0,Female,69956.22,,P0007,-5,180.6594400199231,Online Wallet,True,0.11357,10.863308,False,False,True,False,True
C3983,45.0,Male,69956.22,2025-07-17,P0100,8,186.84,Online Wallet,True,0.11357,10.863308,False,False,True,False,False
C7223,45.0,Other,69956.22,,P0044,-5,308.3547283970965,Card,False,0.11357,10.863308,False,False,True,False,True
C6768,45.0,Female,69956.22,,P0065,-5,712.77,Card,True,0.11357,10.863308,False,True,False,False,False
C3639,45.0,Male,69956.22,2025-09-18,P0063,7,144.62,Cash,True,0.11357,10.863308,False,False,True,False,False
C9557,45.0,Male,69956.22,2025-09-21,P0045,-5,202.0501132729155,Cash,False,0.11357,10.863308,False,False,True,False,True
C2403,45.0,Male,69956.22,,P0032,-5,851.9765699082049,Crypto,True,0.11357,10.863308,False,False,True,False,True
C3551,45.0,Female,69956.22,,P0047,8,469.15,Online Wallet,True,0.11357,10.863308,True,False,False,False,False
C9841,45.0,Male,69956.22,2025-03-07,P0008,-5,998.4535815551596,Online Wallet,True,0.11357,10.863308,True,False,False,False,True
C1941,45.0,Other,69956.22,,P0056,6,728.4168411772351,Online Wallet,False,0.11357,10.863308,True,False,False,False,True
C3449,45.0,Female,69956.22,,P0099,-5,429.52,Online Wallet,True,0.11357,10.863308,False,False,True,False,False
C8525,45.0,Female,69956.22,2025-03-17,P0020,9,792.6902261110906,Cash,False,0.11357,10.863308,True,False,False,False,True
C2661,45.0,Other,69956.22,2025-07-25,P0051,9,731.7216386522931,Online Wallet,False,0.11357,10.863308,False,False,True,False,True
C4511,45.0,Female,69956.22,,P0083,5,550.82,Card,True,0.11357,10.863308,False,False,True,False,False
C8648,45.0,Other,69956.22,,P0050,-5,299.72,Cash,False,0.11357,10.863308,False,True,False,True,False
C6308,45.0,Female,69956.22,2025-05-22,P0038,-5,732.5578364808838,Card,False,0.11357,10.863308,False,True,False,False,True
C1592,45.0,Other,69956.22,,P0030,-5,604.93,Crypto,True,0.11357,10.863308,False,True,False,True,False
C4313,45.0,Other,69956.22,2025-07-09,P0038,10,265.639040886617,Crypto,True,0.11357,10.863308,False,False,True,False,True
C6434,45.0,Male,69956.22,,P0083,-5,643.3799999999999,Online Wallet,True,0.11357,10.863308,True,False,False,True,False
C7922,45.0,Male,69956.22,2025-08-03,P0038,10,712.8687500000001,Card,False,0.11357,10.863308,False,False,True,True,False
C7339,45.0,Other,69956.22,2025-02-11,P0027,4,814.2179360228045,Cash,True,0.11357,10.863308,True,False,False,False,True
C8681,45.0,Other,69956.22,2025-04-01,P0091,3,302.50666666666666,Online Wallet,True,0.11357,10.863308,False,True,False,True,False
C5813,45.0,Male,69956.22,2025-04-19,P0049,7,623.77,Crypto,True,0.11357,10.863308,False,True,False,False,False
C4787,45.0,Other,69956.22,,P0066,-5,682.4868973670016,Crypto,True,0.11357,10.863308,False,True,False,False,True
C8602,45.0,Other,69956.22,2025-03-27,P0066,8,16.15,Crypto,True,0.11357,10.863308,True,False,False,False,False
C9480,45.0,Other,69956.22,2025-05-15,P0096,-5,470.93000000000006,Card,True,0.11357,10.863308,False,True,False,True,False
C5334,45.0,Male,69956.22,2025-04-01,P0086,-5,837.663312196166,Card,True,0.11357,10.863308,False,True,False,False,True
C2127,45.0,Female,69956.22,2025-09-16,P0028,7,111.86653803927655,Online Wallet,True,0.11357,10.863308,False,False,True,False,True
C3180,45.0,Other,69956.22,,P0023,-5,445.49499999999995,Card,True,0.11357,10.863308,False,True,False,True,False
C6164,45.0,Other,69956.22,,P0089,7,1009.10086137417,Crypto,True,0.11357,10.863308,True,False,False,False,True
C5812,45.0,Other,69956.22,,P0021,-5,240.78434210610368,Online Wallet,True,0.11357,10.863308,False,False,True,False,True
C2947,45.0,Other,69956.22,,P0064,-5,13.610189607446127,Cash,False,0.11357,10.863308,False,False,True,False,True
